category,Heart Rate,seconds_count,label,date_of_sleep,asleep_seconds,awake_seconds,light_seconds,deep_seconds,rem_seconds,time_hours,time_minutes,time_seconds
light,64.0,690,,2022-09-13,22020,600,13140,3840,5040,1,47,0
deep,62.0,330,,2022-09-13,22020,600,13140,3840,5040,1,59,0
light,64.0,480,,2022-09-13,22020,600,13140,3840,5040,2,4,0
deep,65.0,870,,2022-09-13,22020,600,13140,3840,5040,2,12,0
light,64.0,510,,2022-09-13,22020,600,13140,3840,5040,2,27,0
deep,64.0,810,,2022-09-13,22020,600,13140,3840,5040,2,35,0
light,62.0,870,,2022-09-13,22020,600,13140,3840,5040,2,49,0
rem,65.0,660,,2022-09-13,22020,600,13140,3840,5040,3,3,0
light,59.0,1740,,2022-09-13,22020,600,13140,3840,5040,3,14,0
deep,61.0,1830,,2022-09-13,22020,600,13140,3840,5040,3,43,0
light,60.0,660,,2022-09-13,22020,600,13140,3840,5040,4,14,0
rem,61.0,930,,2022-09-13,22020,600,13140,3840,5040,4,25,0
light,59.0,4740,,2022-09-13,22020,600,13140,3840,5040,4,40,0
rem,61.0,2100,,2022-09-13,22020,600,13140,3840,5040,5,59,0
awake,59.0,450,,2022-09-13,22020,600,13140,3840,5040,6,34,0
light,59.0,3000,,2022-09-13,22020,600,13140,3840,5040,6,42,0
rem,59.0778,1170,,2022-09-13,22020,600,13140,3840,5040,7,32,0
awake,58.0,60,,2022-09-13,22020,600,13140,3840,5040,7,51,0
rem,59.0,180,,2022-09-13,22020,600,13140,3840,5040,7,52,0
awake,59.0,90,,2022-09-13,22020,600,13140,3840,5040,7,55,0
light,59.0,450,,2022-09-13,22020,600,13140,3840,5040,7,57,0
light,71.0,120,,2022-09-14,25950,780,16890,3540,5520,1,13,0
awake,62.0,150,,2022-09-14,25950,780,16890,3540,5520,1,15,0
light,62.0,900,,2022-09-14,25950,780,16890,3540,5520,1,17,0
deep,62.0,1140,,2022-09-14,25950,780,16890,3540,5520,1,32,0
light,61.0,930,,2022-09-14,25950,780,16890,3540,5520,1,51,0
rem,64.0,990,,2022-09-14,25950,780,16890,3540,5520,2,7,0
light,61.0,30,,2022-09-14,25950,780,16890,3540,5520,2,23,0
rem,61.0,30,,2022-09-14,25950,780,16890,3540,5520,2,24,0
light,61.0,1230,,2022-09-14,25950,780,16890,3540,5520,2,24,0
deep,69.0,780,,2022-09-14,25950,780,16890,3540,5520,2,45,0
light,68.0,1650,,2022-09-14,25950,780,16890,3540,5520,2,58,0
deep,61.0,1440,,2022-09-14,25950,780,16890,3540,5520,3,25,0
light,58.0,630,,2022-09-14,25950,780,16890,3540,5520,3,49,0
rem,62.0,1860,,2022-09-14,25950,780,16890,3540,5520,4,0,0
light,60.0,4020,,2022-09-14,25950,780,16890,3540,5520,4,31,0
awake,56.0,90,,2022-09-14,25950,780,16890,3540,5520,5,38,0
light,57.0,60,,2022-09-14,25950,780,16890,3540,5520,5,39,0
awake,57.0,120,,2022-09-14,25950,780,16890,3540,5520,5,40,0
light,57.0,150,,2022-09-14,25950,780,16890,3540,5520,5,42,0
awake,61.0,120,,2022-09-14,25950,780,16890,3540,5520,5,45,0
light,61.0,60,,2022-09-14,25950,780,16890,3540,5520,5,47,0
rem,61.0,540,,2022-09-14,25950,780,16890,3540,5520,5,48,0
awake,56.0,90,,2022-09-14,25950,780,16890,3540,5520,5,57,0
light,56.0,120,,2022-09-14,25950,780,16890,3540,5520,5,58,0
awake,56.0,90,,2022-09-14,25950,780,16890,3540,5520,6,0,0
light,56.0,780,,2022-09-14,25950,780,16890,3540,5520,6,2,0
awake,59.0,30,,2022-09-14,25950,780,16890,3540,5520,6,15,0
light,59.0,3000,,2022-09-14,25950,780,16890,3540,5520,6,15,0
rem,58.0,60,,2022-09-14,25950,780,16890,3540,5520,7,5,0
light,58.0,150,,2022-09-14,25950,780,16890,3540,5520,7,6,0
rem,59.0,2040,,2022-09-14,25950,780,16890,3540,5520,7,9,0
awake,63.0,30,,2022-09-14,25950,780,16890,3540,5520,7,43,0
light,63.0,330,,2022-09-14,25950,780,16890,3540,5520,7,43,0
awake,62.0,60,,2022-09-14,25950,780,16890,3540,5520,7,49,0
light,62.0,1620,,2022-09-14,25950,780,16890,3540,5520,7,50,0
light,75.0,900,,2022-09-14,25950,780,16890,3540,5520,23,39,0
deep,72.0,180,,2022-09-14,25950,780,16890,3540,5520,23,54,0
light,71.0,210,,2022-09-14,25950,780,16890,3540,5520,23,57,0
deep,72.0,2130,,2022-09-15,24720,450,15210,2850,6660,0,0,0
awake,68.0,60,,2022-09-15,24720,450,15210,2850,6660,0,36,0
light,68.0,300,,2022-09-15,24720,450,15210,2850,6660,0,37,0
rem,66.0,300,,2022-09-15,24720,450,15210,2850,6660,0,42,0
light,65.0,4890,,2022-09-15,24720,450,15210,2850,6660,0,47,0
rem,61.0,2430,,2022-09-15,24720,450,15210,2850,6660,2,8,0
light,59.0,1680,,2022-09-15,24720,450,15210,2850,6660,2,49,0
deep,60.0,720,,2022-09-15,24720,450,15210,2850,6660,3,17,0
light,74.5631,2220,,2022-09-15,24720,450,15210,2850,6660,3,29,0
awake,55.0,60,,2022-09-15,24720,450,15210,2850,6660,4,6,0
light,55.0,390,,2022-09-15,24720,450,15210,2850,6660,4,7,0
rem,59.0,1260,,2022-09-15,24720,450,15210,2850,6660,4,13,0
awake,57.0,60,,2022-09-15,24720,450,15210,2850,6660,4,34,0
light,53.0,240,,2022-09-15,24720,450,15210,2850,6660,4,35,0
awake,53.0,210,,2022-09-15,24720,450,15210,2850,6660,4,39,0
light,60.0,3120,,2022-09-15,24720,450,15210,2850,6660,4,43,0
rem,55.0,810,,2022-09-15,24720,450,15210,2850,6660,5,35,0
awake,56.0,60,,2022-09-15,24720,450,15210,2850,6660,5,48,0
rem,56.0,1860,,2022-09-15,24720,450,15210,2850,6660,5,49,0
light,58.0,2040,,2022-09-15,24720,450,15210,2850,6660,6,20,0
light,76.0,330,,2022-09-15,24720,450,15210,2850,6660,23,55,0
awake,64.0,180,,2022-09-16,26790,1020,19620,2010,5160,0,1,0
light,62.0,360,,2022-09-16,26790,1020,19620,2010,5160,0,4,0
awake,62.0,240,,2022-09-16,26790,1020,19620,2010,5160,0,10,0
light,68.0,1200,,2022-09-16,26790,1020,19620,2010,5160,0,14,0
deep,73.0,540,,2022-09-16,26790,1020,19620,2010,5160,0,34,0
light,64.0,60,,2022-09-16,26790,1020,19620,2010,5160,0,43,0
awake,64.0,30,,2022-09-16,26790,1020,19620,2010,5160,0,44,0
light,64.0,1080,,2022-09-16,26790,1020,19620,2010,5160,0,44,0
rem,63.0,1530,,2022-09-16,26790,1020,19620,2010,5160,1,2,0
light,57.4208,2490,,2022-09-16,26790,1020,19620,2010,5160,1,28,0
deep,61.0,180,,2022-09-16,26790,1020,19620,2010,5160,2,9,0
light,58.0,2610,,2022-09-16,26790,1020,19620,2010,5160,2,12,0
deep,63.0,480,,2022-09-16,26790,1020,19620,2010,5160,2,56,0
light,62.0,150,,2022-09-16,26790,1020,19620,2010,5160,3,4,0
awake,62.0,60,,2022-09-16,26790,1020,19620,2010,5160,3,6,0
light,62.0,630,,2022-09-16,26790,1020,19620,2010,5160,3,7,0
rem,52.0,990,,2022-09-16,26790,1020,19620,2010,5160,3,18,0
light,59.0,540,,2022-09-16,26790,1020,19620,2010,5160,3,34,0
awake,52.0,150,,2022-09-16,26790,1020,19620,2010,5160,3,43,0
light,52.0,60,,2022-09-16,26790,1020,19620,2010,5160,3,46,0
awake,52.0,90,,2022-09-16,26790,1020,19620,2010,5160,3,47,0
light,57.0,120,,2022-09-16,26790,1020,19620,2010,5160,3,48,0
awake,57.0,90,,2022-09-16,26790,1020,19620,2010,5160,3,50,0
light,57.0,840,,2022-09-16,26790,1020,19620,2010,5160,3,52,0
awake,58.0,60,,2022-09-16,26790,1020,19620,2010,5160,4,6,0
light,58.0,4110,,2022-09-16,26790,1020,19620,2010,5160,4,7,0
rem,57.0,1770,,2022-09-16,26790,1020,19620,2010,5160,5,15,0
awake,62.0,90,,2022-09-16,26790,1020,19620,2010,5160,5,45,0
light,62.0,3300,,2022-09-16,26790,1020,19620,2010,5160,5,46,0
rem,56.0,30,,2022-09-16,26790,1020,19620,2010,5160,6,41,0
light,56.0,60,,2022-09-16,26790,1020,19620,2010,5160,6,42,0
rem,56.0,360,,2022-09-16,26790,1020,19620,2010,5160,6,43,0
awake,60.0,30,,2022-09-16,26790,1020,19620,2010,5160,6,49,0
light,60.0,90,,2022-09-16,26790,1020,19620,2010,5160,6,49,0
rem,60.0,150,,2022-09-16,26790,1020,19620,2010,5160,6,51,0
light,61.0,60,,2022-09-16,26790,1020,19620,2010,5160,6,53,0
rem,61.0,330,,2022-09-16,26790,1020,19620,2010,5160,6,54,0
light,66.0,1080,,2022-09-16,26790,1020,19620,2010,5160,23,21,0
deep,60.0,330,,2022-09-16,26790,1020,19620,2010,5160,23,39,0
light,66.0,180,,2022-09-16,26790,1020,19620,2010,5160,23,45,0
deep,68.0,480,,2022-09-16,26790,1020,19620,2010,5160,23,48,0
light,61.0,600,,2022-09-16,26790,1020,19620,2010,5160,23,56,0
deep,66.0,1500,,2022-09-17,24810,540,15300,4290,5220,0,6,0
light,61.0,2670,,2022-09-17,24810,540,15300,4290,5220,0,31,0
deep,62.0,150,,2022-09-17,24810,540,15300,4290,5220,1,15,0
light,58.0,570,,2022-09-17,24810,540,15300,4290,5220,1,18,0
deep,61.3176,150,,2022-09-17,24810,540,15300,4290,5220,1,27,0
light,61.3176,330,,2022-09-17,24810,540,15300,4290,5220,1,30,0
deep,60.0,1020,,2022-09-17,24810,540,15300,4290,5220,1,35,0
light,59.0,30,,2022-09-17,24810,540,15300,4290,5220,1,52,0
awake,59.0,30,,2022-09-17,24810,540,15300,4290,5220,1,53,0
light,59.0,600,,2022-09-17,24810,540,15300,4290,5220,1,53,0
rem,57.0,2220,,2022-09-17,24810,540,15300,4290,5220,2,3,0
light,59.0,3030,,2022-09-17,24810,540,15300,4290,5220,2,40,0
deep,63.0,1470,,2022-09-17,24810,540,15300,4290,5220,3,31,0
light,60.0,390,,2022-09-17,24810,540,15300,4290,5220,3,55,0
rem,58.0,1050,,2022-09-17,24810,540,15300,4290,5220,4,2,0
light,59.0,3150,,2022-09-17,24810,540,15300,4290,5220,4,19,0
rem,58.0,1830,,2022-09-17,24810,540,15300,4290,5220,5,12,0
awake,59.0,240,,2022-09-17,24810,540,15300,4290,5220,5,42,0
light,58.0,120,,2022-09-17,24810,540,15300,4290,5220,5,46,0
rem,60.0,120,,2022-09-17,24810,540,15300,4290,5220,5,48,0
light,60.0,150,,2022-09-17,24810,540,15300,4290,5220,5,50,0
awake,57.0,30,,2022-09-17,24810,540,15300,4290,5220,5,53,0
light,57.0,150,,2022-09-17,24810,540,15300,4290,5220,5,53,0
awake,57.0,60,,2022-09-17,24810,540,15300,4290,5220,5,56,0
light,57.0,2250,,2022-09-17,24810,540,15300,4290,5220,5,57,0
awake,57.0,120,,2022-09-17,24810,540,15300,4290,5220,6,34,0
light,57.0,300,,2022-09-17,24810,540,15300,4290,5220,6,36,0
awake,59.0,60,,2022-09-17,24810,540,15300,4290,5220,6,41,0
light,60.0,450,,2022-09-17,24810,540,15300,4290,5220,6,42,0
light,66.0,1110,,2022-09-17,24810,540,15300,4290,5220,23,56,0
deep,62.0,270,,2022-09-18,25710,1650,17970,2190,5550,0,15,0
light,57.0,900,,2022-09-18,25710,1650,17970,2190,5550,0,19,0
deep,69.0,990,,2022-09-18,25710,1650,17970,2190,5550,0,34,0
light,61.0,30,,2022-09-18,25710,1650,17970,2190,5550,0,51,0
awake,61.0,30,,2022-09-18,25710,1650,17970,2190,5550,0,51,0
light,61.0,3660,,2022-09-18,25710,1650,17970,2190,5550,0,52,0
rem,73.0,960,,2022-09-18,25710,1650,17970,2190,5550,1,53,0
awake,59.0,60,,2022-09-18,25710,1650,17970,2190,5550,2,9,0
rem,59.0,720,,2022-09-18,25710,1650,17970,2190,5550,2,10,0
awake,64.0,30,,2022-09-18,25710,1650,17970,2190,5550,2,22,0
light,64.0,120,,2022-09-18,25710,1650,17970,2190,5550,2,22,0
rem,58.0,60,,2022-09-18,25710,1650,17970,2190,5550,2,24,0
light,58.0,30,,2022-09-18,25710,1650,17970,2190,5550,2,25,0
awake,58.0,60,,2022-09-18,25710,1650,17970,2190,5550,2,26,0
light,58.0,2550,,2022-09-18,25710,1650,17970,2190,5550,2,27,0
deep,59.0,930,,2022-09-18,25710,1650,17970,2190,5550,3,9,0
awake,58.0,30,,2022-09-18,25710,1650,17970,2190,5550,3,25,0
light,58.0,2880,,2022-09-18,25710,1650,17970,2190,5550,3,25,0
rem,61.0,120,,2022-09-18,25710,1650,17970,2190,5550,4,13,0
light,61.0,540,,2022-09-18,25710,1650,17970,2190,5550,4,15,0
rem,57.0,30,,2022-09-18,25710,1650,17970,2190,5550,4,24,0
light,57.0,120,,2022-09-18,25710,1650,17970,2190,5550,4,25,0
rem,57.0,2310,,2022-09-18,25710,1650,17970,2190,5550,4,27,0
light,58.0,300,,2022-09-18,25710,1650,17970,2190,5550,5,5,0
rem,59.0,90,,2022-09-18,25710,1650,17970,2190,5550,5,10,0
light,59.0,3330,,2022-09-18,25710,1650,17970,2190,5550,5,12,0
awake,55.0,1260,,2022-09-18,25710,1650,17970,2190,5550,6,7,0
light,61.0,2100,,2022-09-18,25710,1650,17970,2190,5550,6,28,0
rem,59.0,90,,2022-09-18,25710,1650,17970,2190,5550,7,3,0
light,59.0,90,,2022-09-18,25710,1650,17970,2190,5550,7,5,0
rem,59.0,960,,2022-09-18,25710,1650,17970,2190,5550,7,6,0
awake,59.0,60,,2022-09-18,25710,1650,17970,2190,5550,7,22,0
rem,58.0,210,,2022-09-18,25710,1650,17970,2190,5550,7,23,0
light,79.0,210,,2022-09-18,25710,1650,17970,2190,5550,23,52,0
awake,79.0,120,,2022-09-18,25710,1650,17970,2190,5550,23,55,0
light,73.0,1110,,2022-09-18,25710,1650,17970,2190,5550,23,57,0
deep,74.0,1080,,2022-09-19,22410,2760,11910,4740,5760,0,16,0
awake,68.0,30,,2022-09-19,22410,2760,11910,4740,5760,0,34,0
light,68.0,870,,2022-09-19,22410,2760,11910,4740,5760,0,34,0
deep,63.0,120,,2022-09-19,22410,2760,11910,4740,5760,0,49,0
light,63.0,780,,2022-09-19,22410,2760,11910,4740,5760,0,51,0
deep,72.0,480,,2022-09-19,22410,2760,11910,4740,5760,1,4,0
light,70.0,300,,2022-09-19,22410,2760,11910,4740,5760,1,12,0
awake,70.0,1110,,2022-09-19,22410,2760,11910,4740,5760,1,17,0
light,72.0,360,,2022-09-19,22410,2760,11910,4740,5760,1,35,0
awake,73.0,300,,2022-09-19,22410,2760,11910,4740,5760,1,41,0
light,65.0,630,,2022-09-19,22410,2760,11910,4740,5760,1,46,0
rem,65.0,1020,,2022-09-19,22410,2760,11910,4740,5760,1,57,0
light,63.0,30,,2022-09-19,22410,2760,11910,4740,5760,2,14,0
awake,63.0,60,,2022-09-19,22410,2760,11910,4740,5760,2,14,0
light,63.0,1350,,2022-09-19,22410,2760,11910,4740,5760,2,15,0
deep,63.0,420,,2022-09-19,22410,2760,11910,4740,5760,2,38,0
light,61.0,990,,2022-09-19,22410,2760,11910,4740,5760,2,45,0
deep,62.0,1770,,2022-09-19,22410,2760,11910,4740,5760,3,1,0
light,61.0,930,,2022-09-19,22410,2760,11910,4740,5760,3,31,0
rem,63.0,1920,,2022-09-19,22410,2760,11910,4740,5760,3,46,0
awake,63.0,90,,2022-09-19,22410,2760,11910,4740,5760,4,18,0
light,61.0,3330,,2022-09-19,22410,2760,11910,4740,5760,4,20,0
deep,64.0,870,,2022-09-19,22410,2760,11910,4740,5760,5,15,0
light,63.2099,300,,2022-09-19,22410,2760,11910,4740,5760,5,30,0
rem,60.0,2820,,2022-09-19,22410,2760,11910,4740,5760,5,35,0
light,59.0,1860,,2022-09-19,22410,2760,11910,4740,5760,6,22,0
awake,63.0,1170,,2022-09-19,22410,2760,11910,4740,5760,6,53,0
light,59.0,180,,2022-09-19,22410,2760,11910,4740,5760,7,12,0
light,66.0,720,,2022-09-20,26010,2640,15870,4110,6030,0,8,0
deep,69.0,600,,2022-09-20,26010,2640,15870,4110,6030,0,20,0
light,69.0,180,,2022-09-20,26010,2640,15870,4110,6030,0,30,0
deep,72.0,240,,2022-09-20,26010,2640,15870,4110,6030,0,33,0
light,72.0,30,,2022-09-20,26010,2640,15870,4110,6030,0,37,0
awake,72.0,1110,,2022-09-20,26010,2640,15870,4110,6030,0,37,0
light,72.0,120,,2022-09-20,26010,2640,15870,4110,6030,0,56,0
awake,70.0,1110,,2022-09-20,26010,2640,15870,4110,6030,0,58,0
light,70.0,1650,,2022-09-20,26010,2640,15870,4110,6030,1,16,0
deep,67.0,90,,2022-09-20,26010,2640,15870,4110,6030,1,44,0
light,67.0,210,,2022-09-20,26010,2640,15870,4110,6030,1,45,0
deep,67.0,90,,2022-09-20,26010,2640,15870,4110,6030,1,49,0
light,67.0,480,,2022-09-20,26010,2640,15870,4110,6030,1,50,0
deep,67.0,450,,2022-09-20,26010,2640,15870,4110,6030,1,58,0
light,67.0,420,,2022-09-20,26010,2640,15870,4110,6030,2,6,0
rem,68.0,1680,,2022-09-20,26010,2640,15870,4110,6030,2,13,0
light,64.0,1170,,2022-09-20,26010,2640,15870,4110,6030,2,41,0
deep,68.0,1230,,2022-09-20,26010,2640,15870,4110,6030,3,0,0
light,69.0,630,,2022-09-20,26010,2640,15870,4110,6030,3,21,0
deep,64.0,210,,2022-09-20,26010,2640,15870,4110,6030,3,31,0
light,65.0,2490,,2022-09-20,26010,2640,15870,4110,6030,3,35,0
rem,62.0,2250,,2022-09-20,26010,2640,15870,4110,6030,4,16,0
light,61.0,1920,,2022-09-20,26010,2640,15870,4110,6030,4,54,0
deep,64.0,1200,,2022-09-20,26010,2640,15870,4110,6030,5,26,0
light,64.0,1950,,2022-09-20,26010,2640,15870,4110,6030,5,46,0
awake,60.0,60,,2022-09-20,26010,2640,15870,4110,6030,6,18,0
light,60.0,450,,2022-09-20,26010,2640,15870,4110,6030,6,19,0
awake,62.0,300,,2022-09-20,26010,2640,15870,4110,6030,6,27,0
light,63.0,1170,,2022-09-20,26010,2640,15870,4110,6030,6,32,0
awake,62.0,60,,2022-09-20,26010,2640,15870,4110,6030,6,51,0
light,62.0,2220,,2022-09-20,26010,2640,15870,4110,6030,6,52,0
rem,61.0,2100,,2022-09-20,26010,2640,15870,4110,6030,7,29,0
light,69.0,60,,2022-09-20,26010,2640,15870,4110,6030,8,4,0
light,73.0,1980,,2022-09-21,25110,240,16140,4590,4380,0,27,0
deep,72.0,480,,2022-09-21,25110,240,16140,4590,4380,1,0,0
light,72.0,120,,2022-09-21,25110,240,16140,4590,4380,1,8,0
deep,72.0,300,,2022-09-21,25110,240,16140,4590,4380,1,10,0
light,73.0,210,,2022-09-21,25110,240,16140,4590,4380,1,15,0
deep,72.0,1020,,2022-09-21,25110,240,16140,4590,4380,1,19,0
light,73.0,330,,2022-09-21,25110,240,16140,4590,4380,1,36,0
rem,72.0,60,,2022-09-21,25110,240,16140,4590,4380,1,41,0
light,72.0,120,,2022-09-21,25110,240,16140,4590,4380,1,42,0
rem,69.0,60,,2022-09-21,25110,240,16140,4590,4380,1,44,0
light,69.0,1860,,2022-09-21,25110,240,16140,4590,4380,1,45,0
deep,62.0,150,,2022-09-21,25110,240,16140,4590,4380,2,16,0
light,62.0,1560,,2022-09-21,25110,240,16140,4590,4380,2,19,0
deep,64.0,930,,2022-09-21,25110,240,16140,4590,4380,2,45,0
light,63.0,450,,2022-09-21,25110,240,16140,4590,4380,3,0,0
rem,60.0,1470,,2022-09-21,25110,240,16140,4590,4380,3,8,0
light,63.0,1170,,2022-09-21,25110,240,16140,4590,4380,3,32,0
deep,63.0,480,,2022-09-21,25110,240,16140,4590,4380,3,52,0
light,62.0,390,,2022-09-21,25110,240,16140,4590,4380,4,0,0
deep,63.0,1230,,2022-09-21,25110,240,16140,4590,4380,4,6,0
light,64.0,1710,,2022-09-21,25110,240,16140,4590,4380,4,27,0
rem,60.0,30,,2022-09-21,25110,240,16140,4590,4380,4,55,0
light,60.0,360,,2022-09-21,25110,240,16140,4590,4380,4,56,0
rem,59.0,60,,2022-09-21,25110,240,16140,4590,4380,5,2,0
light,59.0,150,,2022-09-21,25110,240,16140,4590,4380,5,3,0
rem,59.0,720,,2022-09-21,25110,240,16140,4590,4380,5,5,0
light,60.0,3390,,2022-09-21,25110,240,16140,4590,4380,5,17,0
awake,58.0,60,,2022-09-21,25110,240,16140,4590,4380,6,14,0
light,58.0,540,,2022-09-21,25110,240,16140,4590,4380,6,15,0
rem,60.0,60,,2022-09-21,25110,240,16140,4590,4380,6,24,0
light,60.0,150,,2022-09-21,25110,240,16140,4590,4380,6,25,0
rem,59.0,1020,,2022-09-21,25110,240,16140,4590,4380,6,27,0
awake,59.0,30,,2022-09-21,25110,240,16140,4590,4380,6,44,0
rem,59.0,900,,2022-09-21,25110,240,16140,4590,4380,6,45,0
light,59.0,1350,,2022-09-21,25110,240,16140,4590,4380,7,0,0
awake,60.0,150,,2022-09-21,25110,240,16140,4590,4380,7,22,0
light,60.0,90,,2022-09-21,25110,240,16140,4590,4380,7,25,0
light,85.0,210,,2022-09-21,25110,240,16140,4590,4380,23,57,0
awake,85.0,330,,2022-09-22,24600,1710,17520,3630,3450,0,0,0
light,79.0,1260,,2022-09-22,24600,1710,17520,3630,3450,0,6,0
deep,68.0,240,,2022-09-22,24600,1710,17520,3630,3450,0,27,0
light,68.0,720,,2022-09-22,24600,1710,17520,3630,3450,0,31,0
deep,67.0,450,,2022-09-22,24600,1710,17520,3630,3450,0,43,0
light,67.0,870,,2022-09-22,24600,1710,17520,3630,3450,0,50,0
deep,74.0,30,,2022-09-22,24600,1710,17520,3630,3450,1,5,0
light,74.0,750,,2022-09-22,24600,1710,17520,3630,3450,1,5,0
deep,73.0,60,,2022-09-22,24600,1710,17520,3630,3450,1,18,0
light,71.0,300,,2022-09-22,24600,1710,17520,3630,3450,1,19,0
deep,75.0,690,,2022-09-22,24600,1710,17520,3630,3450,1,24,0
light,67.0,390,,2022-09-22,24600,1710,17520,3630,3450,1,35,0
rem,67.0,300,,2022-09-22,24600,1710,17520,3630,3450,1,42,0
awake,67.0,90,,2022-09-22,24600,1710,17520,3630,3450,1,47,0
light,65.0,240,,2022-09-22,24600,1710,17520,3630,3450,1,48,0
rem,65.0,1740,,2022-09-22,24600,1710,17520,3630,3450,1,52,0
light,63.0,1710,,2022-09-22,24600,1710,17520,3630,3450,2,21,0
deep,68.0,2160,,2022-09-22,24600,1710,17520,3630,3450,2,50,0
light,64.0,30,,2022-09-22,24600,1710,17520,3630,3450,3,26,0
awake,64.0,30,,2022-09-22,24600,1710,17520,3630,3450,3,26,0
light,64.0,450,,2022-09-22,24600,1710,17520,3630,3450,3,27,0
rem,61.0,150,,2022-09-22,24600,1710,17520,3630,3450,3,34,0
light,61.0,4110,,2022-09-22,24600,1710,17520,3630,3450,3,37,0
rem,57.0,330,,2022-09-22,24600,1710,17520,3630,3450,4,45,0
awake,66.0,60,,2022-09-22,24600,1710,17520,3630,3450,4,51,0
light,66.0,60,,2022-09-22,24600,1710,17520,3630,3450,4,52,0
rem,66.0,60,,2022-09-22,24600,1710,17520,3630,3450,4,53,0
awake,66.0,210,,2022-09-22,24600,1710,17520,3630,3450,4,54,0
light,61.0,420,,2022-09-22,24600,1710,17520,3630,3450,4,57,0
rem,58.0,120,,2022-09-22,24600,1710,17520,3630,3450,5,4,0
light,58.0,90,,2022-09-22,24600,1710,17520,3630,3450,5,6,0
rem,58.0,270,,2022-09-22,24600,1710,17520,3630,3450,5,8,0
awake,57.0,90,,2022-09-22,24600,1710,17520,3630,3450,5,12,0
light,60.0,30,,2022-09-22,24600,1710,17520,3630,3450,5,14,0
rem,60.0,180,,2022-09-22,24600,1710,17520,3630,3450,5,14,0
awake,60.0,180,,2022-09-22,24600,1710,17520,3630,3450,5,17,0
light,61.0,4740,,2022-09-22,24600,1710,17520,3630,3450,5,20,0
rem,60.0,90,,2022-09-22,24600,1710,17520,3630,3450,6,39,0
light,60.0,150,,2022-09-22,24600,1710,17520,3630,3450,6,41,0
rem,60.0,30,,2022-09-22,24600,1710,17520,3630,3450,6,43,0
light,60.0,120,,2022-09-22,24600,1710,17520,3630,3450,6,44,0
rem,60.0,60,,2022-09-22,24600,1710,17520,3630,3450,6,46,0
awake,60.0,60,,2022-09-22,24600,1710,17520,3630,3450,6,47,0
light,58.0,90,,2022-09-22,24600,1710,17520,3630,3450,6,48,0
awake,58.0,390,,2022-09-22,24600,1710,17520,3630,3450,6,49,0
light,63.0,540,,2022-09-22,24600,1710,17520,3630,3450,6,56,0
rem,61.0,120,,2022-09-22,24600,1710,17520,3630,3450,7,5,0
awake,63.0,210,,2022-09-22,24600,1710,17520,3630,3450,7,7,0
light,60.0,90,,2022-09-22,24600,1710,17520,3630,3450,7,10,0
awake,60.0,60,,2022-09-22,24600,1710,17520,3630,3450,7,12,0
light,59.0,360,,2022-09-22,24600,1710,17520,3630,3450,7,13,0
light,61.0,1110,,2022-09-23,26130,120,14820,4860,6450,0,9,0
deep,67.0,930,,2022-09-23,26130,120,14820,4860,6450,0,27,0
light,62.0,870,,2022-09-23,26130,120,14820,4860,6450,0,43,0
deep,62.0,120,,2022-09-23,26130,120,14820,4860,6450,0,57,0
light,62.0,810,,2022-09-23,26130,120,14820,4860,6450,0,59,0
rem,63.0,600,,2022-09-23,26130,120,14820,4860,6450,1,13,0
light,61.0,780,,2022-09-23,26130,120,14820,4860,6450,1,23,0
deep,64.0,1350,,2022-09-23,26130,120,14820,4860,6450,1,36,0
light,62.0,1320,,2022-09-23,26130,120,14820,4860,6450,1,58,0
awake,62.0,30,,2022-09-23,26130,120,14820,4860,6450,2,20,0
light,62.0,2070,,2022-09-23,26130,120,14820,4860,6450,2,21,0
rem,61.0,1890,,2022-09-23,26130,120,14820,4860,6450,2,55,0
light,63.0,60,,2022-09-23,26130,120,14820,4860,6450,3,27,0
rem,61.1952,660,,2022-09-23,26130,120,14820,4860,6450,3,28,0
light,63.0,1800,,2022-09-23,26130,120,14820,4860,6450,3,39,0
deep,66.0,2460,,2022-09-23,26130,120,14820,4860,6450,4,9,0
light,67.0,30,,2022-09-23,26130,120,14820,4860,6450,4,50,0
awake,67.0,30,,2022-09-23,26130,120,14820,4860,6450,4,50,0
light,67.0,420,,2022-09-23,26130,120,14820,4860,6450,4,51,0
rem,62.0,60,,2022-09-23,26130,120,14820,4860,6450,4,58,0
light,62.0,60,,2022-09-23,26130,120,14820,4860,6450,4,59,0
rem,62.0,180,,2022-09-23,26130,120,14820,4860,6450,5,0,0
light,60.0,240,,2022-09-23,26130,120,14820,4860,6450,5,3,0
rem,60.0,270,,2022-09-23,26130,120,14820,4860,6450,5,7,0
light,58.0,3690,,2022-09-23,26130,120,14820,4860,6450,5,11,0
rem,55.0,600,,2022-09-23,26130,120,14820,4860,6450,6,13,0
awake,56.0,60,,2022-09-23,26130,120,14820,4860,6450,6,23,0
rem,60.0,2190,,2022-09-23,26130,120,14820,4860,6450,6,24,0
light,65.0,1560,,2022-09-23,26130,120,14820,4860,6450,7,0,0
light,78.0,210,,2022-09-24,28830,450,18900,2460,7470,0,8,0
awake,78.0,120,,2022-09-24,28830,450,18900,2460,7470,0,12,0
light,77.0,930,,2022-09-24,28830,450,18900,2460,7470,0,14,0
deep,71.0,180,,2022-09-24,28830,450,18900,2460,7470,0,29,0
light,71.0,240,,2022-09-24,28830,450,18900,2460,7470,0,32,0
