category,Heart Rate,seconds_count,label,date_of_sleep,asleep_seconds,awake_seconds,light_seconds,deep_seconds,rem_seconds,time_hours,time_minutes,time_seconds
light,76.0,1140,,2023-02-07,24810,1800,16140,4530,4140,0,33,0
deep,75.0,1350,,2023-02-07,24810,1800,16140,4530,4140,0,52,0
light,63.0,2340,,2023-02-07,24810,1800,16140,4530,4140,1,14,0
awake,68.0,60,,2023-02-07,24810,1800,16140,4530,4140,1,53,0
light,66.0,330,,2023-02-07,24810,1800,16140,4530,4140,1,54,0
awake,66.0,180,,2023-02-07,24810,1800,16140,4530,4140,2,0,0
light,76.0,720,,2023-02-07,24810,1800,16140,4530,4140,2,3,0
awake,65.0,150,,2023-02-07,24810,1800,16140,4530,4140,2,15,0
light,65.0,60,,2023-02-07,24810,1800,16140,4530,4140,2,17,0
awake,65.0,60,,2023-02-07,24810,1800,16140,4530,4140,2,18,0
light,65.0,300,,2023-02-07,24810,1800,16140,4530,4140,2,19,0
awake,81.0,930,,2023-02-07,24810,1800,16140,4530,4140,2,24,0
light,76.0,750,,2023-02-07,24810,1800,16140,4530,4140,2,40,0
deep,77.0,630,,2023-02-07,24810,1800,16140,4530,4140,2,52,0
awake,62.0,60,,2023-02-07,24810,1800,16140,4530,4140,3,3,0
light,62.0,1050,,2023-02-07,24810,1800,16140,4530,4140,3,4,0
deep,61.0,660,,2023-02-07,24810,1800,16140,4530,4140,3,21,0
light,66.0,330,,2023-02-07,24810,1800,16140,4530,4140,3,32,0
rem,64.0,2490,,2023-02-07,24810,1800,16140,4530,4140,3,38,0
light,68.0,1080,,2023-02-07,24810,1800,16140,4530,4140,4,19,0
deep,66.0,1890,,2023-02-07,24810,1800,16140,4530,4140,4,37,0
light,62.0,4170,,2023-02-07,24810,1800,16140,4530,4140,5,9,0
rem,62.0,90,,2023-02-07,24810,1800,16140,4530,4140,6,18,0
awake,62.0,30,,2023-02-07,24810,1800,16140,4530,4140,6,20,0
light,62.0,30,,2023-02-07,24810,1800,16140,4530,4140,6,20,0
rem,62.0,210,,2023-02-07,24810,1800,16140,4530,4140,6,21,0
awake,67.0,90,,2023-02-07,24810,1800,16140,4530,4140,6,24,0
rem,67.0,60,,2023-02-07,24810,1800,16140,4530,4140,6,26,0
awake,67.0,120,,2023-02-07,24810,1800,16140,4530,4140,6,27,0
light,62.0,120,,2023-02-07,24810,1800,16140,4530,4140,6,29,0
rem,62.0,540,,2023-02-07,24810,1800,16140,4530,4140,6,31,0
light,62.0,120,,2023-02-07,24810,1800,16140,4530,4140,6,40,0
rem,62.0,750,,2023-02-07,24810,1800,16140,4530,4140,6,42,0
awake,62.0,30,,2023-02-07,24810,1800,16140,4530,4140,6,54,0
light,62.0,3240,,2023-02-07,24810,1800,16140,4530,4140,6,55,0
awake,66.0,90,,2023-02-07,24810,1800,16140,4530,4140,7,49,0
light,66.0,360,,2023-02-07,24810,1800,16140,4530,4140,7,50,0
light,75.0,540,,2023-02-08,22620,1050,14550,4440,3630,1,11,0
awake,60.0,60,,2023-02-08,22620,1050,14550,4440,3630,1,20,0
light,60.0,690,,2023-02-08,22620,1050,14550,4440,3630,1,21,0
deep,64.0,690,,2023-02-08,22620,1050,14550,4440,3630,1,33,0
light,68.0,240,,2023-02-08,22620,1050,14550,4440,3630,1,44,0
deep,68.0,930,,2023-02-08,22620,1050,14550,4440,3630,1,48,0
light,82.0,1230,,2023-02-08,22620,1050,14550,4440,3630,2,4,0
rem,68.0,90,,2023-02-08,22620,1050,14550,4440,3630,2,24,0
light,68.0,120,,2023-02-08,22620,1050,14550,4440,3630,2,26,0
rem,70.0,390,,2023-02-08,22620,1050,14550,4440,3630,2,28,0
light,67.0,2010,,2023-02-08,22620,1050,14550,4440,3630,2,34,0
deep,67.0,1020,,2023-02-08,22620,1050,14550,4440,3630,3,8,0
light,69.0,1770,,2023-02-08,22620,1050,14550,4440,3630,3,25,0
deep,67.0,120,,2023-02-08,22620,1050,14550,4440,3630,3,54,0
light,67.0,300,,2023-02-08,22620,1050,14550,4440,3630,3,56,0
deep,64.0,180,,2023-02-08,22620,1050,14550,4440,3630,4,1,0
light,63.0,390,,2023-02-08,22620,1050,14550,4440,3630,4,4,0
rem,61.9703,870,,2023-02-08,22620,1050,14550,4440,3630,4,11,0
awake,70.0,300,,2023-02-08,22620,1050,14550,4440,3630,4,25,0
light,63.0,180,,2023-02-08,22620,1050,14550,4440,3630,4,30,0
awake,63.0,300,,2023-02-08,22620,1050,14550,4440,3630,4,33,0
light,68.0,2010,,2023-02-08,22620,1050,14550,4440,3630,4,38,0
deep,70.0,720,,2023-02-08,22620,1050,14550,4440,3630,5,12,0
light,61.0,1770,,2023-02-08,22620,1050,14550,4440,3630,5,24,0
rem,64.0,1950,,2023-02-08,22620,1050,14550,4440,3630,5,53,0
light,66.0,600,,2023-02-08,22620,1050,14550,4440,3630,6,26,0
rem,66.0,330,,2023-02-08,22620,1050,14550,4440,3630,6,36,0
light,64.0,1950,,2023-02-08,22620,1050,14550,4440,3630,6,41,0
deep,72.0,780,,2023-02-08,22620,1050,14550,4440,3630,7,14,0
light,71.0,30,,2023-02-08,22620,1050,14550,4440,3630,7,27,0
awake,71.0,240,,2023-02-08,22620,1050,14550,4440,3630,7,27,0
light,59.0,330,,2023-02-08,22620,1050,14550,4440,3630,7,31,0
light,80.0,90,,2023-02-08,22620,1050,14550,4440,3630,23,51,0
awake,75.0,150,,2023-02-08,22620,1050,14550,4440,3630,23,52,0
light,75.0,300,,2023-02-08,22620,1050,14550,4440,3630,23,55,0
awake,71.0,90,,2023-02-09,25350,2910,18090,1710,5550,0,0,0
light,71.0,1050,,2023-02-09,25350,2910,18090,1710,5550,0,1,0
awake,67.0,30,,2023-02-09,25350,2910,18090,1710,5550,0,19,0
light,59.0,1740,,2023-02-09,25350,2910,18090,1710,5550,0,19,0
deep,67.0,270,,2023-02-09,25350,2910,18090,1710,5550,0,48,0
light,67.0,540,,2023-02-09,25350,2910,18090,1710,5550,0,53,0
rem,70.0,60,,2023-02-09,25350,2910,18090,1710,5550,1,2,0
light,67.0,150,,2023-02-09,25350,2910,18090,1710,5550,1,3,0
rem,67.0,1200,,2023-02-09,25350,2910,18090,1710,5550,1,5,0
light,65.0,810,,2023-02-09,25350,2910,18090,1710,5550,1,25,0
awake,60.0,30,,2023-02-09,25350,2910,18090,1710,5550,1,39,0
light,60.0,180,,2023-02-09,25350,2910,18090,1710,5550,1,39,0
awake,60.0,30,,2023-02-09,25350,2910,18090,1710,5550,1,42,0
light,60.0,990,,2023-02-09,25350,2910,18090,1710,5550,1,43,0
deep,70.0,660,,2023-02-09,25350,2910,18090,1710,5550,1,59,0
awake,74.0,60,,2023-02-09,25350,2910,18090,1710,5550,2,10,0
light,74.0,3030,,2023-02-09,25350,2910,18090,1710,5550,2,11,0
rem,73.0,660,,2023-02-09,25350,2910,18090,1710,5550,3,2,0
awake,63.0,30,,2023-02-09,25350,2910,18090,1710,5550,3,13,0
light,63.0,60,,2023-02-09,25350,2910,18090,1710,5550,3,13,0
rem,68.0,1200,,2023-02-09,25350,2910,18090,1710,5550,3,14,0
light,62.0,2070,,2023-02-09,25350,2910,18090,1710,5550,3,34,0
deep,65.2319,780,,2023-02-09,25350,2910,18090,1710,5550,4,9,0
awake,65.0,90,,2023-02-09,25350,2910,18090,1710,5550,4,22,0
light,62.0,150,,2023-02-09,25350,2910,18090,1710,5550,4,23,0
awake,62.0,30,,2023-02-09,25350,2910,18090,1710,5550,4,26,0
light,62.0,210,,2023-02-09,25350,2910,18090,1710,5550,4,26,0
awake,61.0,60,,2023-02-09,25350,2910,18090,1710,5550,4,30,0
light,61.0,240,,2023-02-09,25350,2910,18090,1710,5550,4,31,0
awake,74.0,540,,2023-02-09,25350,2910,18090,1710,5550,4,35,0
light,63.0,450,,2023-02-09,25350,2910,18090,1710,5550,4,44,0
awake,64.0,1590,,2023-02-09,25350,2910,18090,1710,5550,4,51,0
light,68.0,480,,2023-02-09,25350,2910,18090,1710,5550,5,18,0
awake,65.0,60,,2023-02-09,25350,2910,18090,1710,5550,5,26,0
light,65.0,870,,2023-02-09,25350,2910,18090,1710,5550,5,27,0
awake,64.0,90,,2023-02-09,25350,2910,18090,1710,5550,5,41,0
light,64.0,300,,2023-02-09,25350,2910,18090,1710,5550,5,43,0
rem,64.0,390,,2023-02-09,25350,2910,18090,1710,5550,5,48,0
awake,76.0,30,,2023-02-09,25350,2910,18090,1710,5550,5,54,0
light,76.0,3120,,2023-02-09,25350,2910,18090,1710,5550,5,55,0
rem,66.0,30,,2023-02-09,25350,2910,18090,1710,5550,6,47,0
light,66.0,60,,2023-02-09,25350,2910,18090,1710,5550,6,47,0
rem,66.0,2010,,2023-02-09,25350,2910,18090,1710,5550,6,48,0
awake,72.0,120,,2023-02-09,25350,2910,18090,1710,5550,7,22,0
light,68.0,120,,2023-02-09,25350,2910,18090,1710,5550,7,24,0
awake,68.0,30,,2023-02-09,25350,2910,18090,1710,5550,7,26,0
light,68.0,1470,,2023-02-09,25350,2910,18090,1710,5550,7,26,0
light,77.0,1020,,2023-02-10,27120,330,16830,3630,6660,0,16,0
awake,75.0,30,,2023-02-10,27120,330,16830,3630,6660,0,33,0
light,76.0,810,,2023-02-10,27120,330,16830,3630,6660,0,33,0
deep,77.0,210,,2023-02-10,27120,330,16830,3630,6660,0,47,0
light,77.0,420,,2023-02-10,27120,330,16830,3630,6660,0,50,0
deep,77.0,600,,2023-02-10,27120,330,16830,3630,6660,0,57,0
light,71.0,960,,2023-02-10,27120,330,16830,3630,6660,1,7,0
rem,72.0,990,,2023-02-10,27120,330,16830,3630,6660,1,23,0
awake,81.0,30,,2023-02-10,27120,330,16830,3630,6660,1,40,0
light,81.0,120,,2023-02-10,27120,330,16830,3630,6660,1,40,0
awake,81.0,60,,2023-02-10,27120,330,16830,3630,6660,1,42,0
light,72.0,2220,,2023-02-10,27120,330,16830,3630,6660,1,43,0
deep,69.0,1500,,2023-02-10,27120,330,16830,3630,6660,2,20,0
light,69.0,660,,2023-02-10,27120,330,16830,3630,6660,2,45,0
rem,70.0,2700,,2023-02-10,27120,330,16830,3630,6660,2,56,0
light,70.0,1860,,2023-02-10,27120,330,16830,3630,6660,3,41,0
deep,72.0,330,,2023-02-10,27120,330,16830,3630,6660,4,12,0
light,71.0,1530,,2023-02-10,27120,330,16830,3630,6660,4,18,0
deep,65.0,90,,2023-02-10,27120,330,16830,3630,6660,4,43,0
light,65.0,600,,2023-02-10,27120,330,16830,3630,6660,4,45,0
deep,62.0,900,,2023-02-10,27120,330,16830,3630,6660,4,55,0
light,62.0,870,,2023-02-10,27120,330,16830,3630,6660,5,10,0
rem,61.0,1620,,2023-02-10,27120,330,16830,3630,6660,5,24,0
light,60.0,3510,,2023-02-10,27120,330,16830,3630,6660,5,51,0
awake,62.0,30,,2023-02-10,27120,330,16830,3630,6660,6,50,0
light,62.0,360,,2023-02-10,27120,330,16830,3630,6660,6,50,0
rem,59.0,600,,2023-02-10,27120,330,16830,3630,6660,6,56,0
awake,61.0,60,,2023-02-10,27120,330,16830,3630,6660,7,6,0
light,61.0,60,,2023-02-10,27120,330,16830,3630,6660,7,7,0
rem,59.0,420,,2023-02-10,27120,330,16830,3630,6660,7,8,0
awake,60.0,120,,2023-02-10,27120,330,16830,3630,6660,7,15,0
light,62.0,210,,2023-02-10,27120,330,16830,3630,6660,7,17,0
rem,62.0,60,,2023-02-10,27120,330,16830,3630,6660,7,21,0
light,62.0,210,,2023-02-10,27120,330,16830,3630,6660,7,22,0
rem,63.0,270,,2023-02-10,27120,330,16830,3630,6660,7,25,0
light,64.0,1410,,2023-02-10,27120,330,16830,3630,6660,7,30,0
light,85.0,330,,2023-02-11,24840,2190,16230,3720,4890,0,55,0
awake,79.0,90,,2023-02-11,24840,2190,16230,3720,4890,1,1,0
light,79.0,990,,2023-02-11,24840,2190,16230,3720,4890,1,2,0
deep,72.0,330,,2023-02-11,24840,2190,16230,3720,4890,1,19,0
light,70.0,270,,2023-02-11,24840,2190,16230,3720,4890,1,24,0
deep,71.0,150,,2023-02-11,24840,2190,16230,3720,4890,1,29,0
light,71.0,150,,2023-02-11,24840,2190,16230,3720,4890,1,31,0
deep,71.0,1350,,2023-02-11,24840,2190,16230,3720,4890,1,34,0
light,72.0,480,,2023-02-11,24840,2190,16230,3720,4890,1,56,0
rem,68.0,360,,2023-02-11,24840,2190,16230,3720,4890,2,4,0
light,67.0,90,,2023-02-11,24840,2190,16230,3720,4890,2,10,0
rem,67.0,570,,2023-02-11,24840,2190,16230,3720,4890,2,12,0
light,65.0,1560,,2023-02-11,24840,2190,16230,3720,4890,2,21,0
deep,73.0,510,,2023-02-11,24840,2190,16230,3720,4890,2,47,0
light,73.0,30,,2023-02-11,24840,2190,16230,3720,4890,2,56,0
awake,73.0,30,,2023-02-11,24840,2190,16230,3720,4890,2,56,0
light,73.0,750,,2023-02-11,24840,2190,16230,3720,4890,2,57,0
deep,67.0,180,,2023-02-11,24840,2190,16230,3720,4890,3,9,0
light,63.0,750,,2023-02-11,24840,2190,16230,3720,4890,3,12,0
awake,62.0,60,,2023-02-11,24840,2190,16230,3720,4890,3,25,0
light,62.0,780,,2023-02-11,24840,2190,16230,3720,4890,3,26,0
awake,64.0,1560,,2023-02-11,24840,2190,16230,3720,4890,3,39,0
light,65.0,180,,2023-02-11,24840,2190,16230,3720,4890,4,5,0
awake,66.0016,90,,2023-02-11,24840,2190,16230,3720,4890,4,8,0
light,66.0016,960,,2023-02-11,24840,2190,16230,3720,4890,4,9,0
awake,61.0,30,,2023-02-11,24840,2190,16230,3720,4890,4,25,0
light,61.0,960,,2023-02-11,24840,2190,16230,3720,4890,4,26,0
deep,62.0,450,,2023-02-11,24840,2190,16230,3720,4890,4,42,0
light,60.0,60,,2023-02-11,24840,2190,16230,3720,4890,4,49,0
deep,60.0,750,,2023-02-11,24840,2190,16230,3720,4890,4,50,0
light,61.0,150,,2023-02-11,24840,2190,16230,3720,4890,5,3,0
rem,61.0,1290,,2023-02-11,24840,2190,16230,3720,4890,5,5,0
light,62.0,30,,2023-02-11,24840,2190,16230,3720,4890,5,27,0
rem,62.0,1080,,2023-02-11,24840,2190,16230,3720,4890,5,27,0
awake,62.0,90,,2023-02-11,24840,2190,16230,3720,4890,5,45,0
light,62.0,4410,,2023-02-11,24840,2190,16230,3720,4890,5,47,0
rem,64.0,600,,2023-02-11,24840,2190,16230,3720,4890,7,0,0
awake,61.0,30,,2023-02-11,24840,2190,16230,3720,4890,7,10,0
light,61.0,120,,2023-02-11,24840,2190,16230,3720,4890,7,11,0
rem,61.0,450,,2023-02-11,24840,2190,16230,3720,4890,7,13,0
light,63.0,300,,2023-02-11,24840,2190,16230,3720,4890,7,20,0
rem,68.0,540,,2023-02-11,24840,2190,16230,3720,4890,7,25,0
light,68.0,2070,,2023-02-11,24840,2190,16230,3720,4890,7,34,0
awake,70.2687,150,,2023-02-11,24840,2190,16230,3720,4890,8,9,0
light,70.0,630,,2023-02-11,24840,2190,16230,3720,4890,8,11,0
awake,70.0,60,,2023-02-11,24840,2190,16230,3720,4890,8,22,0
light,70.0,180,,2023-02-11,24840,2190,16230,3720,4890,8,23,0
light,71.0,1080,,2023-02-12,22680,120,12150,4440,6090,0,56,0
deep,69.0,870,,2023-02-12,22680,120,12150,4440,6090,1,14,0
light,69.0,60,,2023-02-12,22680,120,12150,4440,6090,1,28,0
deep,69.0,630,,2023-02-12,22680,120,12150,4440,6090,1,29,0
light,65.0,750,,2023-02-12,22680,120,12150,4440,6090,1,40,0
rem,68.0,1950,,2023-02-12,22680,120,12150,4440,6090,1,52,0
light,64.0,1200,,2023-02-12,22680,120,12150,4440,6090,2,25,0
deep,67.0,420,,2023-02-12,22680,120,12150,4440,6090,2,45,0
light,67.0,150,,2023-02-12,22680,120,12150,4440,6090,2,52,0
deep,68.0,900,,2023-02-12,22680,120,12150,4440,6090,2,54,0
light,60.0,2430,,2023-02-12,22680,120,12150,4440,6090,3,9,0
rem,63.0,2340,,2023-02-12,22680,120,12150,4440,6090,3,50,0
awake,63.0,60,,2023-02-12,22680,120,12150,4440,6090,4,29,0
light,63.0,2100,,2023-02-12,22680,120,12150,4440,6090,4,30,0
deep,68.0,30,,2023-02-12,22680,120,12150,4440,6090,5,5,0
light,68.0,180,,2023-02-12,22680,120,12150,4440,6090,5,5,0
deep,67.0,1590,,2023-02-12,22680,120,12150,4440,6090,5,8,0
light,60.0,1260,,2023-02-12,22680,120,12150,4440,6090,5,35,0
rem,62.0,1650,,2023-02-12,22680,120,12150,4440,6090,5,56,0
light,63.0,2010,,2023-02-12,22680,120,12150,4440,6090,6,23,0
awake,65.0,60,,2023-02-12,22680,120,12150,4440,6090,6,57,0
light,61.0,930,,2023-02-12,22680,120,12150,4440,6090,6,58,0
rem,62.0,150,,2023-02-12,22680,120,12150,4440,6090,7,13,0
light,64.0,810,,2023-02-13,27630,240,20100,2310,5220,0,57,0
deep,76.0,330,,2023-02-13,27630,240,20100,2310,5220,1,10,0
light,76.0,30,,2023-02-13,27630,240,20100,2310,5220,1,16,0
awake,76.0,60,,2023-02-13,27630,240,20100,2310,5220,1,16,0
light,76.0,720,,2023-02-13,27630,240,20100,2310,5220,1,17,0
deep,68.0,480,,2023-02-13,27630,240,20100,2310,5220,1,29,0
light,67.0,1260,,2023-02-13,27630,240,20100,2310,5220,1,37,0
deep,70.0,240,,2023-02-13,27630,240,20100,2310,5220,1,58,0
light,70.0,690,,2023-02-13,27630,240,20100,2310,5220,2,2,0
rem,64.0,660,,2023-02-13,27630,240,20100,2310,5220,2,14,0
light,61.0,1500,,2023-02-13,27630,240,20100,2310,5220,2,25,0
deep,57.0,180,,2023-02-13,27630,240,20100,2310,5220,2,50,0
light,66.0,300,,2023-02-13,27630,240,20100,2310,5220,2,53,0
deep,72.0,360,,2023-02-13,27630,240,20100,2310,5220,2,58,0
light,72.0,1680,,2023-02-13,27630,240,20100,2310,5220,3,4,0
deep,63.0,210,,2023-02-13,27630,240,20100,2310,5220,3,32,0
light,64.0,630,,2023-02-13,27630,240,20100,2310,5220,3,35,0
rem,66.0,2040,,2023-02-13,27630,240,20100,2310,5220,3,46,0
light,63.0,1530,,2023-02-13,27630,240,20100,2310,5220,4,20,0
deep,64.0,420,,2023-02-13,27630,240,20100,2310,5220,4,45,0
light,66.0,960,,2023-02-13,27630,240,20100,2310,5220,4,52,0
deep,62.0,90,,2023-02-13,27630,240,20100,2310,5220,5,8,0
light,62.0,2220,,2023-02-13,27630,240,20100,2310,5220,5,10,0
rem,61.0,1140,,2023-02-13,27630,240,20100,2310,5220,5,47,0
light,62.0,4110,,2023-02-13,27630,240,20100,2310,5220,6,6,0
awake,61.0,60,,2023-02-13,27630,240,20100,2310,5220,7,14,0
light,61.0,1110,,2023-02-13,27630,240,20100,2310,5220,7,15,0
rem,61.0,90,,2023-02-13,27630,240,20100,2310,5220,7,34,0
awake,61.0,60,,2023-02-13,27630,240,20100,2310,5220,7,35,0
light,61.0,210,,2023-02-13,27630,240,20100,2310,5220,7,36,0
awake,62.0,60,,2023-02-13,27630,240,20100,2310,5220,7,40,0
light,62.0,150,,2023-02-13,27630,240,20100,2310,5220,7,41,0
rem,61.0,1290,,2023-02-13,27630,240,20100,2310,5220,7,43,0
light,66.0,2190,,2023-02-13,27630,240,20100,2310,5220,8,5,0
light,74.0,1650,,2023-02-14,23670,360,15630,2340,5700,1,21,0
deep,75.0,1260,,2023-02-14,23670,360,15630,2340,5700,1,48,0
light,73.656,5970,,2023-02-14,23670,360,15630,2340,5700,2,9,0
rem,66.0,2430,,2023-02-14,23670,360,15630,2340,5700,3,49,0
light,71.0,1890,,2023-02-14,23670,360,15630,2340,5700,4,29,0
deep,68.0,1080,,2023-02-14,23670,360,15630,2340,5700,5,1,0
light,61.0,3120,,2023-02-14,23670,360,15630,2340,5700,5,19,0
rem,72.0,30,,2023-02-14,23670,360,15630,2340,5700,6,11,0
light,72.0,90,,2023-02-14,23670,360,15630,2340,5700,6,11,0
rem,72.0,810,,2023-02-14,23670,360,15630,2340,5700,6,13,0
awake,77.0,30,,2023-02-14,23670,360,15630,2340,5700,6,26,0
rem,77.0,930,,2023-02-14,23670,360,15630,2340,5700,6,27,0
awake,62.0,60,,2023-02-14,23670,360,15630,2340,5700,6,42,0
light,62.0,60,,2023-02-14,23670,360,15630,2340,5700,6,43,0
awake,62.0,120,,2023-02-14,23670,360,15630,2340,5700,6,44,0
light,65.0,60,,2023-02-14,23670,360,15630,2340,5700,6,46,0
awake,65.0,30,,2023-02-14,23670,360,15630,2340,5700,6,47,0
light,65.0,2730,,2023-02-14,23670,360,15630,2340,5700,6,48,0
rem,63.0,1500,,2023-02-14,23670,360,15630,2340,5700,7,33,0
awake,62.0,120,,2023-02-14,23670,360,15630,2340,5700,7,58,0
light,61.0,60,,2023-02-14,23670,360,15630,2340,5700,8,0,0
light,72.0,570,,2023-02-15,22020,2340,14160,3900,3960,1,8,0
awake,63.0,180,,2023-02-15,22020,2340,14160,3900,3960,1,18,0
light,63.0,1470,,2023-02-15,22020,2340,14160,3900,3960,1,21,0
awake,71.0,60,,2023-02-15,22020,2340,14160,3900,3960,1,45,0
light,71.0,600,,2023-02-15,22020,2340,14160,3900,3960,1,46,0
awake,66.0,60,,2023-02-15,22020,2340,14160,3900,3960,1,56,0
light,66.0,510,,2023-02-15,22020,2340,14160,3900,3960,1,57,0
deep,71.0,390,,2023-02-15,22020,2340,14160,3900,3960,2,6,0
light,71.0,330,,2023-02-15,22020,2340,14160,3900,3960,2,12,0
deep,69.0,1020,,2023-02-15,22020,2340,14160,3900,3960,2,18,0
light,68.0,360,,2023-02-15,22020,2340,14160,3900,3960,2,35,0
rem,66.0,1500,,2023-02-15,22020,2340,14160,3900,3960,2,41,0
light,63.0,1260,,2023-02-15,22020,2340,14160,3900,3960,3,6,0
deep,70.0,1080,,2023-02-15,22020,2340,14160,3900,3960,3,27,0
light,70.0,2430,,2023-02-15,22020,2340,14160,3900,3960,3,45,0
rem,64.0,1800,,2023-02-15,22020,2340,14160,3900,3960,4,25,0
light,63.0,1650,,2023-02-15,22020,2340,14160,3900,3960,4,55,0
deep,65.0,1410,,2023-02-15,22020,2340,14160,3900,3960,5,23,0
light,68.0,30,,2023-02-15,22020,2340,14160,3900,3960,5,46,0
awake,68.0,30,,2023-02-15,22020,2340,14160,3900,3960,5,47,0
light,68.0,930,,2023-02-15,22020,2340,14160,3900,3960,5,47,0
rem,60.0,210,,2023-02-15,22020,2340,14160,3900,3960,6,3,0
awake,64.0,60,,2023-02-15,22020,2340,14160,3900,3960,6,6,0
light,64.0,60,,2023-02-15,22020,2340,14160,3900,3960,6,7,0
awake,62.0,90,,2023-02-15,22020,2340,14160,3900,3960,6,8,0
light,70.4078,660,,2023-02-15,22020,2340,14160,3900,3960,6,10,0
awake,63.0,180,,2023-02-15,22020,2340,14160,3900,3960,6,21,0
light,63.0,450,,2023-02-15,22020,2340,14160,3900,3960,6,24,0
awake,63.0,90,,2023-02-15,22020,2340,14160,3900,3960,6,31,0
light,63.0,90,,2023-02-15,22020,2340,14160,3900,3960,6,33,0
awake,63.0,120,,2023-02-15,22020,2340,14160,3900,3960,6,34,0
light,63.0,390,,2023-02-15,22020,2340,14160,3900,3960,6,36,0
rem,76.0,210,,2023-02-15,22020,2340,14160,3900,3960,6,43,0
awake,76.0,630,,2023-02-15,22020,2340,14160,3900,3960,6,46,0
light,65.0,1830,,2023-02-15,22020,2340,14160,3900,3960,6,57,0
rem,69.0,240,,2023-02-15,22020,2340,14160,3900,3960,7,27,0
light,69.0,60,,2023-02-15,22020,2340,14160,3900,3960,7,31,0
awake,69.0,150,,2023-02-15,22020,2340,14160,3900,3960,7,32,0
light,62.0,60,,2023-02-15,22020,2340,14160,3900,3960,7,35,0
awake,62.0,120,,2023-02-15,22020,2340,14160,3900,3960,7,36,0
light,62.0,360,,2023-02-15,22020,2340,14160,3900,3960,7,38,0
awake,66.0,570,,2023-02-15,22020,2340,14160,3900,3960,7,44,0
light,68.0,60,,2023-02-15,22020,2340,14160,3900,3960,7,53,0
light,72.0,1230,,2023-02-16,19950,1200,13800,2130,4020,1,32,0
deep,69.0,1020,,2023-02-16,19950,1200,13800,2130,4020,1,52,0
light,69.0,2730,,2023-02-16,19950,1200,13800,2130,4020,2,9,0
awake,67.0,30,,2023-02-16,19950,1200,13800,2130,4020,2,55,0
light,67.0,690,,2023-02-16,19950,1200,13800,2130,4020,2,55,0
awake,75.0,90,,2023-02-16,19950,1200,13800,2130,4020,3,7,0
light,62.0,1890,,2023-02-16,19950,1200,13800,2130,4020,3,8,0
deep,68.0,270,,2023-02-16,19950,1200,13800,2130,4020,3,40,0
light,64.0,480,,2023-02-16,19950,1200,13800,2130,4020,3,44,0
deep,67.0,300,,2023-02-16,19950,1200,13800,2130,4020,3,52,0
light,65.0,720,,2023-02-16,19950,1200,13800,2130,4020,3,57,0
rem,64.0,60,,2023-02-16,19950,1200,13800,2130,4020,4,9,0
light,64.0,90,,2023-02-16,19950,1200,13800,2130,4020,4,10,0
rem,64.0,630,,2023-02-16,19950,1200,13800,2130,4020,4,12,0
awake,62.0,30,,2023-02-16,19950,1200,13800,2130,4020,4,22,0
rem,62.0,1770,,2023-02-16,19950,1200,13800,2130,4020,4,23,0
awake,67.0,60,,2023-02-16,19950,1200,13800,2130,4020,4,52,0
light,65.0,3030,,2023-02-16,19950,1200,13800,2130,4020,4,53,0
deep,73.0,540,,2023-02-16,19950,1200,13800,2130,4020,5,44,0
light,70.0,30,,2023-02-16,19950,1200,13800,2130,4020,5,53,0
awake,70.0,30,,2023-02-16,19950,1200,13800,2130,4020,5,53,0
light,70.0,390,,2023-02-16,19950,1200,13800,2130,4020,5,54,0
rem,61.0,1560,,2023-02-16,19950,1200,13800,2130,4020,6,0,0
awake,61.0,360,,2023-02-16,19950,1200,13800,2130,4020,6,26,0
light,62.0,2460,,2023-02-16,19950,1200,13800,2130,4020,6,32,0
awake,66.0,600,,2023-02-16,19950,1200,13800,2130,4020,7,13,0
light,60.0,60,,2023-02-16,19950,1200,13800,2130,4020,7,23,0
light,88.0,90,,2023-02-17,19890,450,12810,3510,3570,1,45,0
awake,88.0,150,,2023-02-17,19890,450,12810,3510,3570,1,47,0
light,87.0,1170,,2023-02-17,19890,450,12810,3510,3570,1,49,0
deep,88.0,1770,,2023-02-17,19890,450,12810,3510,3570,2,9,0
awake,85.0,60,,2023-02-17,19890,450,12810,3510,3570,2,38,0
light,85.0,2850,,2023-02-17,19890,450,12810,3510,3570,2,39,0
rem,81.0,1050,,2023-02-17,19890,450,12810,3510,3570,3,27,0
light,78.0,360,,2023-02-17,19890,450,12810,3510,3570,3,44,0
rem,79.0,1170,,2023-02-17,19890,450,12810,3510,3570,3,50,0
light,79.3396,1350,,2023-02-17,19890,450,12810,3510,3570,4,10,0
deep,84.0,420,,2023-02-17,19890,450,12810,3510,3570,4,32,0
light,85.0,210,,2023-02-17,19890,450,12810,3510,3570,4,39,0
deep,87.0,930,,2023-02-17,19890,450,12810,3510,3570,4,43,0
light,86.0,690,,2023-02-17,19890,450,12810,3510,3570,4,58,0
deep,88.0,390,,2023-02-17,19890,450,12810,3510,3570,5,10,0
light,85.0,630,,2023-02-17,19890,450,12810,3510,3570,5,16,0
rem,83.0,150,,2023-02-17,19890,450,12810,3510,3570,5,27,0
light,83.0,210,,2023-02-17,19890,450,12810,3510,3570,5,29,0
rem,83.0,240,,2023-02-17,19890,450,12810,3510,3570,5,33,0
light,83.0,300,,2023-02-17,19890,450,12810,3510,3570,5,37,0
awake,83.0,90,,2023-02-17,19890,450,12810,3510,3570,5,42,0
