date_of_sleep,asleep_seconds,awake_seconds,category,time_hours,time_minutes,time_seconds,seconds_count,deep_seconds,light_seconds,rem_seconds,source,label,weekday,time_to_deep_seconds,time_to_rem_seconds
2024-03-23,20280,2460,awake,0,37,0,30,4260.0,12720.0,3300.0,fitbit,,Saturday,840,8700
2024-03-23,20280,2460,light,0,37,30,810,4260.0,12720.0,3300.0,fitbit,,Saturday,840,8700
2024-03-23,20280,2460,deep,0,51,0,2640,4260.0,12720.0,3300.0,fitbit,,Saturday,840,8700
2024-03-23,20280,2460,light,1,35,0,3480,4260.0,12720.0,3300.0,fitbit,,Saturday,840,8700
2024-03-23,20280,2460,deep,2,33,0,510,4260.0,12720.0,3300.0,fitbit,,Saturday,840,8700
2024-03-23,20280,2460,light,2,41,30,1230,4260.0,12720.0,3300.0,fitbit,,Saturday,840,8700
2024-03-23,20280,2460,rem,3,2,0,2010,4260.0,12720.0,3300.0,fitbit,,Saturday,840,8700
2024-03-23,20280,2460,light,3,35,30,1380,4260.0,12720.0,3300.0,fitbit,,Saturday,840,8700
2024-03-23,20280,2460,awake,3,58,30,330,4260.0,12720.0,3300.0,fitbit,,Saturday,840,8700
2024-03-23,20280,2460,light,4,4,0,1530,4260.0,12720.0,3300.0,fitbit,,Saturday,840,8700
2024-03-23,20280,2460,deep,4,29,30,1110,4260.0,12720.0,3300.0,fitbit,,Saturday,840,8700
2024-03-23,20280,2460,light,4,48,0,5040,4260.0,12720.0,3300.0,fitbit,,Saturday,840,8700
2024-03-23,20280,2460,rem,6,12,0,1410,4260.0,12720.0,3300.0,fitbit,,Saturday,840,8700
2024-03-23,20280,2460,awake,6,35,30,1260,4260.0,12720.0,3300.0,fitbit,,Saturday,840,8700
2024-03-22,19260,1860,awake,0,21,0,30,1560.0,12780.0,4920.0,fitbit,,Friday,780,6720
2024-03-22,19260,1860,light,0,21,30,750,1560.0,12780.0,4920.0,fitbit,,Friday,780,6720
2024-03-22,19260,1860,deep,0,34,0,1140,1560.0,12780.0,4920.0,fitbit,,Friday,780,6720
2024-03-22,19260,1860,light,0,53,0,2430,1560.0,12780.0,4920.0,fitbit,,Friday,780,6720
2024-03-22,19260,1860,awake,1,33,30,390,1560.0,12780.0,4920.0,fitbit,,Friday,780,6720
2024-03-22,19260,1860,light,1,40,0,1980,1560.0,12780.0,4920.0,fitbit,,Friday,780,6720
2024-03-22,19260,1860,rem,2,13,0,300,1560.0,12780.0,4920.0,fitbit,,Friday,780,6720
2024-03-22,19260,1860,light,2,18,0,90,1560.0,12780.0,4920.0,fitbit,,Friday,780,6720
2024-03-22,19260,1860,deep,2,19,30,630,1560.0,12780.0,4920.0,fitbit,,Friday,780,6720
2024-03-22,19260,1860,light,2,30,0,2700,1560.0,12780.0,4920.0,fitbit,,Friday,780,6720
2024-03-22,19260,1860,rem,3,15,0,1170,1560.0,12780.0,4920.0,fitbit,,Friday,780,6720
2024-03-22,19260,1860,light,3,34,30,660,1560.0,12780.0,4920.0,fitbit,,Friday,780,6720
2024-03-22,19260,1860,rem,3,45,30,1110,1560.0,12780.0,4920.0,fitbit,,Friday,780,6720
2024-03-22,19260,1860,light,4,4,0,1680,1560.0,12780.0,4920.0,fitbit,,Friday,780,6720
2024-03-22,19260,1860,rem,4,32,0,450,1560.0,12780.0,4920.0,fitbit,,Friday,780,6720
2024-03-22,19260,1860,light,4,39,30,2220,1560.0,12780.0,4920.0,fitbit,,Friday,780,6720
2024-03-22,19260,1860,rem,5,16,30,1170,1560.0,12780.0,4920.0,fitbit,,Friday,780,6720
2024-03-22,19260,1860,light,5,36,0,1410,1560.0,12780.0,4920.0,fitbit,,Friday,780,6720
2024-03-22,19260,1860,rem,5,59,30,840,1560.0,12780.0,4920.0,fitbit,,Friday,780,6720
2024-03-21,27000,5640,light,3,7,30,420,4140.0,20040.0,2820.0,fitbit,,Thursday,2550,3960
2024-03-21,27000,5640,awake,3,14,30,330,4140.0,20040.0,2820.0,fitbit,,Thursday,2550,3960
2024-03-21,27000,5640,light,3,20,0,1800,4140.0,20040.0,2820.0,fitbit,,Thursday,2550,3960
2024-03-21,27000,5640,deep,3,50,0,1350,4140.0,20040.0,2820.0,fitbit,,Thursday,2550,3960
2024-03-21,27000,5640,light,4,12,30,60,4140.0,20040.0,2820.0,fitbit,,Thursday,2550,3960
2024-03-21,27000,5640,rem,4,13,30,1170,4140.0,20040.0,2820.0,fitbit,,Thursday,2550,3960
2024-03-21,27000,5640,light,4,33,0,2730,4140.0,20040.0,2820.0,fitbit,,Thursday,2550,3960
2024-03-21,27000,5640,deep,5,18,30,1410,4140.0,20040.0,2820.0,fitbit,,Thursday,2550,3960
2024-03-21,27000,5640,rem,5,42,0,750,4140.0,20040.0,2820.0,fitbit,,Thursday,2550,3960
2024-03-21,27000,5640,light,5,54,30,1860,4140.0,20040.0,2820.0,fitbit,,Thursday,2550,3960
2024-03-21,27000,5640,awake,6,25,30,540,4140.0,20040.0,2820.0,fitbit,,Thursday,2550,3960
2024-03-21,27000,5640,light,6,34,30,420,4140.0,20040.0,2820.0,fitbit,,Thursday,2550,3960
2024-03-21,27000,5640,awake,6,41,30,270,4140.0,20040.0,2820.0,fitbit,,Thursday,2550,3960
2024-03-21,27000,5640,light,6,46,0,120,4140.0,20040.0,2820.0,fitbit,,Thursday,2550,3960
2024-03-21,27000,5640,rem,6,48,0,270,4140.0,20040.0,2820.0,fitbit,,Thursday,2550,3960
2024-03-21,27000,5640,light,6,52,30,180,4140.0,20040.0,2820.0,fitbit,,Thursday,2550,3960
2024-03-21,27000,5640,rem,6,55,30,330,4140.0,20040.0,2820.0,fitbit,,Thursday,2550,3960
2024-03-21,27000,5640,light,7,1,0,3300,4140.0,20040.0,2820.0,fitbit,,Thursday,2550,3960
2024-03-21,27000,5640,rem,7,56,0,300,4140.0,20040.0,2820.0,fitbit,,Thursday,2550,3960
2024-03-21,27000,5640,light,8,1,0,480,4140.0,20040.0,2820.0,fitbit,,Thursday,2550,3960
2024-03-21,27000,5640,awake,8,9,0,2040,4140.0,20040.0,2820.0,fitbit,,Thursday,2550,3960
2024-03-21,27000,5640,light,8,43,0,420,4140.0,20040.0,2820.0,fitbit,,Thursday,2550,3960
2024-03-21,27000,5640,awake,8,50,0,420,4140.0,20040.0,2820.0,fitbit,,Thursday,2550,3960
2024-03-21,27000,5640,light,8,57,0,1860,4140.0,20040.0,2820.0,fitbit,,Thursday,2550,3960
2024-03-21,27000,5640,deep,9,28,0,1530,4140.0,20040.0,2820.0,fitbit,,Thursday,2550,3960
2024-03-21,27000,5640,light,9,53,30,6240,4140.0,20040.0,2820.0,fitbit,,Thursday,2550,3960
2024-03-21,27000,5640,awake,11,37,30,270,4140.0,20040.0,2820.0,fitbit,,Thursday,2550,3960
2024-03-21,27000,5640,light,11,42,0,1800,4140.0,20040.0,2820.0,fitbit,,Thursday,2550,3960
2024-03-20,18060,3600,awake,1,47,0,540,1920.0,13620.0,2520.0,fitbit,,Wednesday,2850,8130
2024-03-20,18060,3600,light,1,56,0,2310,1920.0,13620.0,2520.0,fitbit,,Wednesday,2850,8130
2024-03-20,18060,3600,deep,2,34,30,930,1920.0,13620.0,2520.0,fitbit,,Wednesday,2850,8130
2024-03-20,18060,3600,awake,2,50,0,780,1920.0,13620.0,2520.0,fitbit,,Wednesday,2850,8130
2024-03-20,18060,3600,light,3,3,0,1140,1920.0,13620.0,2520.0,fitbit,,Wednesday,2850,8130
2024-03-20,18060,3600,deep,3,22,0,540,1920.0,13620.0,2520.0,fitbit,,Wednesday,2850,8130
2024-03-20,18060,3600,light,3,31,0,1140,1920.0,13620.0,2520.0,fitbit,,Wednesday,2850,8130
2024-03-20,18060,3600,awake,3,50,0,420,1920.0,13620.0,2520.0,fitbit,,Wednesday,2850,8130
2024-03-20,18060,3600,light,3,57,0,330,1920.0,13620.0,2520.0,fitbit,,Wednesday,2850,8130
2024-03-20,18060,3600,rem,4,2,30,1230,1920.0,13620.0,2520.0,fitbit,,Wednesday,2850,8130
2024-03-20,18060,3600,light,4,23,0,2670,1920.0,13620.0,2520.0,fitbit,,Wednesday,2850,8130
2024-03-20,18060,3600,deep,5,7,30,450,1920.0,13620.0,2520.0,fitbit,,Wednesday,2850,8130
2024-03-20,18060,3600,awake,5,15,0,270,1920.0,13620.0,2520.0,fitbit,,Wednesday,2850,8130
2024-03-20,18060,3600,light,5,19,30,1440,1920.0,13620.0,2520.0,fitbit,,Wednesday,2850,8130
2024-03-20,18060,3600,rem,5,43,30,660,1920.0,13620.0,2520.0,fitbit,,Wednesday,2850,8130
2024-03-20,18060,3600,light,5,54,30,2310,1920.0,13620.0,2520.0,fitbit,,Wednesday,2850,8130
2024-03-20,18060,3600,awake,6,33,0,360,1920.0,13620.0,2520.0,fitbit,,Wednesday,2850,8130
2024-03-20,18060,3600,light,6,39,0,1470,1920.0,13620.0,2520.0,fitbit,,Wednesday,2850,8130
2024-03-20,18060,3600,rem,7,3,30,330,1920.0,13620.0,2520.0,fitbit,,Wednesday,2850,8130
2024-03-20,18060,3600,light,7,9,0,990,1920.0,13620.0,2520.0,fitbit,,Wednesday,2850,8130
2024-03-20,18060,3600,rem,7,25,30,300,1920.0,13620.0,2520.0,fitbit,,Wednesday,2850,8130
2024-03-20,18060,3600,light,7,30,30,1050,1920.0,13620.0,2520.0,fitbit,,Wednesday,2850,8130
2024-03-19,22020,2700,awake,0,3,0,60,3780.0,13320.0,4920.0,fitbit,,Tuesday,900,3840
2024-03-19,22020,2700,light,0,4,0,840,3780.0,13320.0,4920.0,fitbit,,Tuesday,900,3840
2024-03-19,22020,2700,deep,0,18,0,330,3780.0,13320.0,4920.0,fitbit,,Tuesday,900,3840
2024-03-19,22020,2700,light,0,23,30,1170,3780.0,13320.0,4920.0,fitbit,,Tuesday,900,3840
2024-03-19,22020,2700,deep,0,43,0,1410,3780.0,13320.0,4920.0,fitbit,,Tuesday,900,3840
2024-03-19,22020,2700,light,1,6,30,30,3780.0,13320.0,4920.0,fitbit,,Tuesday,900,3840
2024-03-19,22020,2700,rem,1,7,0,960,3780.0,13320.0,4920.0,fitbit,,Tuesday,900,3840
2024-03-19,22020,2700,light,1,23,0,3150,3780.0,13320.0,4920.0,fitbit,,Tuesday,900,3840
2024-03-19,22020,2700,deep,2,15,30,360,3780.0,13320.0,4920.0,fitbit,,Tuesday,900,3840
2024-03-19,22020,2700,light,2,21,30,570,3780.0,13320.0,4920.0,fitbit,,Tuesday,900,3840
2024-03-19,22020,2700,rem,2,31,0,990,3780.0,13320.0,4920.0,fitbit,,Tuesday,900,3840
2024-03-19,22020,2700,light,2,47,30,270,3780.0,13320.0,4920.0,fitbit,,Tuesday,900,3840
2024-03-19,22020,2700,awake,2,52,0,390,3780.0,13320.0,4920.0,fitbit,,Tuesday,900,3840
2024-03-19,22020,2700,light,2,58,30,630,3780.0,13320.0,4920.0,fitbit,,Tuesday,900,3840
2024-03-19,22020,2700,rem,3,9,0,810,3780.0,13320.0,4920.0,fitbit,,Tuesday,900,3840
2024-03-19,22020,2700,light,3,22,30,2580,3780.0,13320.0,4920.0,fitbit,,Tuesday,900,3840
2024-03-19,22020,2700,deep,4,5,30,360,3780.0,13320.0,4920.0,fitbit,,Tuesday,900,3840
2024-03-19,22020,2700,light,4,11,30,1710,3780.0,13320.0,4920.0,fitbit,,Tuesday,900,3840
2024-03-19,22020,2700,awake,4,40,0,240,3780.0,13320.0,4920.0,fitbit,,Tuesday,900,3840
2024-03-19,22020,2700,light,4,44,0,210,3780.0,13320.0,4920.0,fitbit,,Tuesday,900,3840
2024-03-19,22020,2700,rem,4,47,30,1050,3780.0,13320.0,4920.0,fitbit,,Tuesday,900,3840
2024-03-19,22020,2700,awake,5,5,0,240,3780.0,13320.0,4920.0,fitbit,,Tuesday,900,3840
2024-03-19,22020,2700,light,5,9,0,810,3780.0,13320.0,4920.0,fitbit,,Tuesday,900,3840
2024-03-19,22020,2700,awake,5,22,30,540,3780.0,13320.0,4920.0,fitbit,,Tuesday,900,3840
2024-03-19,22020,2700,light,5,31,30,1800,3780.0,13320.0,4920.0,fitbit,,Tuesday,900,3840
2024-03-19,22020,2700,deep,6,1,30,1500,3780.0,13320.0,4920.0,fitbit,,Tuesday,900,3840
2024-03-19,22020,2700,light,6,26,30,120,3780.0,13320.0,4920.0,fitbit,,Tuesday,900,3840
2024-03-19,22020,2700,rem,6,28,30,1320,3780.0,13320.0,4920.0,fitbit,,Tuesday,900,3840
2024-03-19,22020,2700,awake,6,50,30,300,3780.0,13320.0,4920.0,fitbit,,Tuesday,900,3840
2024-03-18,20220,2100,awake,23,37,30,30,4020.0,12600.0,3600.0,fitbit,,Monday,630,8640
2024-03-18,20220,2100,light,23,38,0,600,4020.0,12600.0,3600.0,fitbit,,Monday,630,8640
2024-03-18,20220,2100,deep,23,48,0,270,4020.0,12600.0,3600.0,fitbit,,Monday,630,8640
2024-03-18,20220,2100,light,23,52,30,1530,4020.0,12600.0,3600.0,fitbit,,Monday,630,8640
2024-03-18,20220,2100,deep,0,18,0,390,4020.0,12600.0,3600.0,fitbit,,Monday,630,8640
2024-03-18,20220,2100,light,0,24,30,150,4020.0,12600.0,3600.0,fitbit,,Monday,630,8640
2024-03-18,20220,2100,awake,0,27,0,300,4020.0,12600.0,3600.0,fitbit,,Monday,630,8640
2024-03-18,20220,2100,light,0,32,0,1710,4020.0,12600.0,3600.0,fitbit,,Monday,630,8640
2024-03-18,20220,2100,deep,1,0,30,1500,4020.0,12600.0,3600.0,fitbit,,Monday,630,8640
2024-03-18,20220,2100,light,1,25,30,600,4020.0,12600.0,3600.0,fitbit,,Monday,630,8640
2024-03-18,20220,2100,deep,1,35,30,1560,4020.0,12600.0,3600.0,fitbit,,Monday,630,8640
2024-03-18,20220,2100,rem,2,1,30,930,4020.0,12600.0,3600.0,fitbit,,Monday,630,8640
2024-03-18,20220,2100,light,2,17,0,3390,4020.0,12600.0,3600.0,fitbit,,Monday,630,8640
2024-03-18,20220,2100,deep,3,13,30,270,4020.0,12600.0,3600.0,fitbit,,Monday,630,8640
2024-03-18,20220,2100,light,3,18,0,900,4020.0,12600.0,3600.0,fitbit,,Monday,630,8640
2024-03-18,20220,2100,rem,3,33,0,1620,4020.0,12600.0,3600.0,fitbit,,Monday,630,8640
2024-03-18,20220,2100,light,4,0,0,870,4020.0,12600.0,3600.0,fitbit,,Monday,630,8640
2024-03-18,20220,2100,rem,4,14,30,330,4020.0,12600.0,3600.0,fitbit,,Monday,630,8640
2024-03-18,20220,2100,light,4,20,0,1920,4020.0,12600.0,3600.0,fitbit,,Monday,630,8640
2024-03-18,20220,2100,awake,4,52,0,780,4020.0,12600.0,3600.0,fitbit,,Monday,630,8640
2024-03-18,20220,2100,light,5,5,0,1740,4020.0,12600.0,3600.0,fitbit,,Monday,630,8640
2024-03-18,20220,2100,rem,5,34,0,720,4020.0,12600.0,3600.0,fitbit,,Monday,630,8640
2024-03-18,20220,2100,awake,5,46,0,210,4020.0,12600.0,3600.0,fitbit,,Monday,630,8640
2024-03-17,22560,3660,awake,0,18,30,30,6360.0,12600.0,3600.0,fitbit,,Sunday,1440,7830
2024-03-17,22560,3660,light,0,19,0,240,6360.0,12600.0,3600.0,fitbit,,Sunday,1440,7830
2024-03-17,22560,3660,awake,0,23,0,240,6360.0,12600.0,3600.0,fitbit,,Sunday,1440,7830
2024-03-17,22560,3660,light,0,27,0,930,6360.0,12600.0,3600.0,fitbit,,Sunday,1440,7830
2024-03-17,22560,3660,deep,0,42,30,2190,6360.0,12600.0,3600.0,fitbit,,Sunday,1440,7830
2024-03-17,22560,3660,awake,1,19,0,210,6360.0,12600.0,3600.0,fitbit,,Sunday,1440,7830
2024-03-17,22560,3660,light,1,22,30,2670,6360.0,12600.0,3600.0,fitbit,,Sunday,1440,7830
2024-03-17,22560,3660,deep,2,7,0,390,6360.0,12600.0,3600.0,fitbit,,Sunday,1440,7830
2024-03-17,22560,3660,light,2,13,30,930,6360.0,12600.0,3600.0,fitbit,,Sunday,1440,7830
2024-03-17,22560,3660,rem,2,29,0,900,6360.0,12600.0,3600.0,fitbit,,Sunday,1440,7830
2024-03-17,22560,3660,light,2,44,0,900,6360.0,12600.0,3600.0,fitbit,,Sunday,1440,7830
2024-03-17,22560,3660,deep,2,59,0,2130,6360.0,12600.0,3600.0,fitbit,,Sunday,1440,7830
2024-03-17,22560,3660,light,3,34,30,1290,6360.0,12600.0,3600.0,fitbit,,Sunday,1440,7830
2024-03-17,22560,3660,rem,3,56,0,2070,6360.0,12600.0,3600.0,fitbit,,Sunday,1440,7830
2024-03-17,22560,3660,light,4,30,30,3120,6360.0,12600.0,3600.0,fitbit,,Sunday,1440,7830
2024-03-17,22560,3660,deep,5,22,30,1770,6360.0,12600.0,3600.0,fitbit,,Sunday,1440,7830
2024-03-17,22560,3660,light,5,52,0,30,6360.0,12600.0,3600.0,fitbit,,Sunday,1440,7830
2024-03-17,22560,3660,awake,5,52,30,240,6360.0,12600.0,3600.0,fitbit,,Sunday,1440,7830
2024-03-17,22560,3660,light,5,56,30,210,6360.0,12600.0,3600.0,fitbit,,Sunday,1440,7830
2024-03-17,22560,3660,rem,6,0,0,510,6360.0,12600.0,3600.0,fitbit,,Sunday,1440,7830
2024-03-17,22560,3660,awake,6,8,30,420,6360.0,12600.0,3600.0,fitbit,,Sunday,1440,7830
2024-03-17,22560,3660,light,6,15,30,2100,6360.0,12600.0,3600.0,fitbit,,Sunday,1440,7830
2024-03-17,22560,3660,rem,6,50,30,330,6360.0,12600.0,3600.0,fitbit,,Sunday,1440,7830
2024-03-17,22560,3660,light,6,56,0,1290,6360.0,12600.0,3600.0,fitbit,,Sunday,1440,7830
2024-03-17,22560,3660,awake,7,17,30,450,6360.0,12600.0,3600.0,fitbit,,Sunday,1440,7830
2024-03-17,22560,3660,light,7,25,0,240,6360.0,12600.0,3600.0,fitbit,,Sunday,1440,7830
2024-03-17,22560,3660,awake,7,29,0,420,6360.0,12600.0,3600.0,fitbit,,Sunday,1440,7830
2024-03-16,14640,1800,awake,0,12,30,750,2040.0,9360.0,3240.0,fitbit,,Saturday,1380,1650
2024-03-16,14640,1800,light,0,25,0,630,2040.0,9360.0,3240.0,fitbit,,Saturday,1380,1650
2024-03-16,14640,1800,deep,0,35,30,270,2040.0,9360.0,3240.0,fitbit,,Saturday,1380,1650
2024-03-16,14640,1800,rem,0,40,0,1350,2040.0,9360.0,3240.0,fitbit,,Saturday,1380,1650
2024-03-16,14640,1800,light,1,2,30,2340,2040.0,9360.0,3240.0,fitbit,,Saturday,1380,1650
2024-03-16,14640,1800,awake,1,41,30,210,2040.0,9360.0,3240.0,fitbit,,Saturday,1380,1650
2024-03-16,14640,1800,light,1,45,0,630,2040.0,9360.0,3240.0,fitbit,,Saturday,1380,1650
2024-03-16,14640,1800,deep,1,55,30,1170,2040.0,9360.0,3240.0,fitbit,,Saturday,1380,1650
2024-03-16,14640,1800,light,2,15,0,690,2040.0,9360.0,3240.0,fitbit,,Saturday,1380,1650
2024-03-16,14640,1800,deep,2,26,30,330,2040.0,9360.0,3240.0,fitbit,,Saturday,1380,1650
2024-03-16,14640,1800,light,2,32,0,510,2040.0,9360.0,3240.0,fitbit,,Saturday,1380,1650
2024-03-16,14640,1800,deep,2,40,30,270,2040.0,9360.0,3240.0,fitbit,,Saturday,1380,1650
2024-03-16,14640,1800,light,2,45,0,450,2040.0,9360.0,3240.0,fitbit,,Saturday,1380,1650
2024-03-16,14640,1800,rem,2,52,30,360,2040.0,9360.0,3240.0,fitbit,,Saturday,1380,1650
2024-03-16,14640,1800,light,2,58,30,4770,2040.0,9360.0,3240.0,fitbit,,Saturday,1380,1650
2024-03-16,14640,1800,rem,4,18,0,1740,2040.0,9360.0,3240.0,fitbit,,Saturday,1380,1650
2024-03-15,19380,3660,awake,0,50,0,720,3900.0,11160.0,4320.0,fitbit,,Friday,3210,6000
2024-03-15,19380,3660,light,1,2,0,1050,3900.0,11160.0,4320.0,fitbit,,Friday,3210,6000
2024-03-15,19380,3660,awake,1,19,30,210,3900.0,11160.0,4320.0,fitbit,,Friday,3210,6000
2024-03-15,19380,3660,light,1,23,0,1230,3900.0,11160.0,4320.0,fitbit,,Friday,3210,6000
2024-03-15,19380,3660,deep,1,43,30,1320,3900.0,11160.0,4320.0,fitbit,,Friday,3210,6000
2024-03-15,19380,3660,light,2,5,30,1470,3900.0,11160.0,4320.0,fitbit,,Friday,3210,6000
2024-03-15,19380,3660,rem,2,30,0,1350,3900.0,11160.0,4320.0,fitbit,,Friday,3210,6000
2024-03-15,19380,3660,light,2,52,30,510,3900.0,11160.0,4320.0,fitbit,,Friday,3210,6000
2024-03-15,19380,3660,deep,3,1,0,2310,3900.0,11160.0,4320.0,fitbit,,Friday,3210,6000
2024-03-15,19380,3660,light,3,39,30,2460,3900.0,11160.0,4320.0,fitbit,,Friday,3210,6000
2024-03-15,19380,3660,rem,4,20,30,960,3900.0,11160.0,4320.0,fitbit,,Friday,3210,6000
2024-03-15,19380,3660,light,4,36,30,360,3900.0,11160.0,4320.0,fitbit,,Friday,3210,6000
2024-03-15,19380,3660,rem,4,42,30,1410,3900.0,11160.0,4320.0,fitbit,,Friday,3210,6000
2024-03-15,19380,3660,light,5,6,0,4200,3900.0,11160.0,4320.0,fitbit,,Friday,3210,6000
2024-03-15,19380,3660,deep,6,16,0,420,3900.0,11160.0,4320.0,fitbit,,Friday,3210,6000
2024-03-15,19380,3660,light,6,23,0,540,3900.0,11160.0,4320.0,fitbit,,Friday,3210,6000
2024-03-15,19380,3660,rem,6,32,0,480,3900.0,11160.0,4320.0,fitbit,,Friday,3210,6000
2024-03-15,19380,3660,awake,6,40,0,420,3900.0,11160.0,4320.0,fitbit,,Friday,3210,6000
2024-03-15,19380,3660,rem,6,47,0,360,3900.0,11160.0,4320.0,fitbit,,Friday,3210,6000
2024-03-15,19380,3660,awake,6,53,0,210,3900.0,11160.0,4320.0,fitbit,,Friday,3210,6000
2024-03-15,19380,3660,light,6,56,30,120,3900.0,11160.0,4320.0,fitbit,,Friday,3210,6000
2024-03-15,19380,3660,awake,6,58,30,960,3900.0,11160.0,4320.0,fitbit,,Friday,3210,6000
2024-03-14,25020,3960,awake,22,45,0,240,5280.0,15420.0,4320.0,fitbit,,Thursday,600,3630
2024-03-14,25020,3960,light,22,49,0,360,5280.0,15420.0,4320.0,fitbit,,Thursday,600,3630
2024-03-14,25020,3960,deep,22,55,0,2340,5280.0,15420.0,4320.0,fitbit,,Thursday,600,3630
2024-03-14,25020,3960,light,23,34,0,120,5280.0,15420.0,4320.0,fitbit,,Thursday,600,3630
2024-03-14,25020,3960,awake,23,36,0,330,5280.0,15420.0,4320.0,fitbit,,Thursday,600,3630
2024-03-14,25020,3960,light,23,41,30,240,5280.0,15420.0,4320.0,fitbit,,Thursday,600,3630
2024-03-14,25020,3960,rem,23,45,30,870,5280.0,15420.0,4320.0,fitbit,,Thursday,600,3630
2024-03-14,25020,3960,light,0,0,0,1650,5280.0,15420.0,4320.0,fitbit,,Thursday,600,3630
2024-03-14,25020,3960,deep,0,27,30,360,5280.0,15420.0,4320.0,fitbit,,Thursday,600,3630
2024-03-14,25020,3960,light,0,33,30,1860,5280.0,15420.0,4320.0,fitbit,,Thursday,600,3630
2024-03-14,25020,3960,rem,1,4,30,900,5280.0,15420.0,4320.0,fitbit,,Thursday,600,3630
2024-03-14,25020,3960,light,1,19,30,6270,5280.0,15420.0,4320.0,fitbit,,Thursday,600,3630
2024-03-14,25020,3960,rem,3,4,0,600,5280.0,15420.0,4320.0,fitbit,,Thursday,600,3630
2024-03-14,25020,3960,awake,3,14,0,420,5280.0,15420.0,4320.0,fitbit,,Thursday,600,3630
2024-03-14,25020,3960,light,3,21,0,3300,5280.0,15420.0,4320.0,fitbit,,Thursday,600,3630
2024-03-14,25020,3960,deep,4,16,0,2760,5280.0,15420.0,4320.0,fitbit,,Thursday,600,3630
2024-03-14,25020,3960,light,5,2,0,150,5280.0,15420.0,4320.0,fitbit,,Thursday,600,3630
2024-03-14,25020,3960,rem,5,4,30,750,5280.0,15420.0,4320.0,fitbit,,Thursday,600,3630
2024-03-14,25020,3960,light,5,17,0,120,5280.0,15420.0,4320.0,fitbit,,Thursday,600,3630
2024-03-14,25020,3960,awake,5,19,0,360,5280.0,15420.0,4320.0,fitbit,,Thursday,600,3630
2024-03-14,25020,3960,light,5,25,0,90,5280.0,15420.0,4320.0,fitbit,,Thursday,600,3630
2024-03-14,25020,3960,rem,5,26,30,270,5280.0,15420.0,4320.0,fitbit,,Thursday,600,3630
2024-03-14,25020,3960,light,5,31,0,30,5280.0,15420.0,4320.0,fitbit,,Thursday,600,3630
2024-03-14,25020,3960,awake,5,31,30,420,5280.0,15420.0,4320.0,fitbit,,Thursday,600,3630
2024-03-14,25020,3960,light,5,38,30,150,5280.0,15420.0,4320.0,fitbit,,Thursday,600,3630
2024-03-14,25020,3960,awake,5,41,0,240,5280.0,15420.0,4320.0,fitbit,,Thursday,600,3630
2024-03-14,25020,3960,light,5,45,0,2070,5280.0,15420.0,4320.0,fitbit,,Thursday,600,3630
2024-03-14,25020,3960,rem,6,19,30,1110,5280.0,15420.0,4320.0,fitbit,,Thursday,600,3630
2024-03-14,25020,3960,light,6,38,0,120,5280.0,15420.0,4320.0,fitbit,,Thursday,600,3630
2024-03-14,25020,3960,awake,6,40,0,510,5280.0,15420.0,4320.0,fitbit,,Thursday,600,3630
2024-03-13,20460,2700,awake,1,16,0,30,3720.0,12840.0,3900.0,fitbit,,Wednesday,1080,9300
2024-03-13,20460,2700,light,1,16,30,1050,3720.0,12840.0,3900.0,fitbit,,Wednesday,1080,9300
2024-03-13,20460,2700,deep,1,34,0,1320,3720.0,12840.0,3900.0,fitbit,,Wednesday,1080,9300
2024-03-13,20460,2700,light,1,56,0,1560,3720.0,12840.0,3900.0,fitbit,,Wednesday,1080,9300
2024-03-13,20460,2700,deep,2,22,0,330,3720.0,12840.0,3900.0,fitbit,,Wednesday,1080,9300
2024-03-13,20460,2700,light,2,27,30,300,3720.0,12840.0,3900.0,fitbit,,Wednesday,1080,9300
2024-03-13,20460,2700,deep,2,32,30,420,3720.0,12840.0,3900.0,fitbit,,Wednesday,1080,9300
2024-03-13,20460,2700,light,2,39,30,300,3720.0,12840.0,3900.0,fitbit,,Wednesday,1080,9300
2024-03-13,20460,2700,deep,2,44,30,1140,3720.0,12840.0,3900.0,fitbit,,Wednesday,1080,9300
2024-03-13,20460,2700,light,3,3,30,2850,3720.0,12840.0,3900.0,fitbit,,Wednesday,1080,9300
2024-03-13,20460,2700,rem,3,51,0,510,3720.0,12840.0,3900.0,fitbit,,Wednesday,1080,9300
2024-03-13,20460,2700,light,3,59,30,720,3720.0,12840.0,3900.0,fitbit,,Wednesday,1080,9300
2024-03-13,20460,2700,rem,4,11,30,510,3720.0,12840.0,3900.0,fitbit,,Wednesday,1080,9300
2024-03-13,20460,2700,light,4,20,0,1950,3720.0,12840.0,3900.0,fitbit,,Wednesday,1080,9300
2024-03-13,20460,2700,deep,4,52,30,720,3720.0,12840.0,3900.0,fitbit,,Wednesday,1080,9300
2024-03-13,20460,2700,light,5,4,30,2430,3720.0,12840.0,3900.0,fitbit,,Wednesday,1080,9300
2024-03-13,20460,2700,rem,5,45,0,2490,3720.0,12840.0,3900.0,fitbit,,Wednesday,1080,9300
2024-03-13,20460,2700,light,6,26,30,450,3720.0,12840.0,3900.0,fitbit,,Wednesday,1080,9300
2024-03-13,20460,2700,awake,6,34,0,1170,3720.0,12840.0,3900.0,fitbit,,Wednesday,1080,9300
2024-03-13,20460,2700,light,6,53,30,1920,3720.0,12840.0,3900.0,fitbit,,Wednesday,1080,9300
