dat_of_sleep,asleep_seconds,awake_seconds,category,time_hours,time_minutes,time_seconds,seconds_count,deep_seconds,light_seconds,rem_seconds
2023-09-25,19500,2580,rem,2,19,0,1650,4920.0,9180.0,5400.0
2023-09-25,19500,2580,light,2,46,30,840,4920.0,9180.0,5400.0
2023-09-25,19500,2580,deep,3,0,30,720,4920.0,9180.0,5400.0
2023-09-25,19500,2580,light,3,12,30,150,4920.0,9180.0,5400.0
2023-09-25,19500,2580,rem,3,15,0,1590,4920.0,9180.0,5400.0
2023-09-25,19500,2580,light,3,41,30,330,4920.0,9180.0,5400.0
2023-09-25,19500,2580,wake,3,47,0,480,4920.0,9180.0,5400.0
2023-09-25,19500,2580,light,3,55,0,3420,4920.0,9180.0,5400.0
2023-09-25,19500,2580,rem,4,52,0,1680,4920.0,9180.0,5400.0
2023-09-25,19500,2580,wake,5,20,0,480,4920.0,9180.0,5400.0
2023-09-25,19500,2580,light,5,28,0,180,4920.0,9180.0,5400.0
2023-09-25,19500,2580,rem,5,31,0,270,4920.0,9180.0,5400.0
2023-09-25,19500,2580,light,5,35,30,930,4920.0,9180.0,5400.0
2023-09-25,19500,2580,rem,5,51,0,540,4920.0,9180.0,5400.0
2023-09-24,14760,1560,wake,1,56,0,240,3240.0,7080.0,4440.0
2023-09-24,14760,1560,light,2,0,0,840,3240.0,7080.0,4440.0
2023-09-24,14760,1560,deep,2,14,0,420,3240.0,7080.0,4440.0
2023-09-24,14760,1560,light,2,21,0,1290,3240.0,7080.0,4440.0
2023-09-24,14760,1560,deep,2,42,30,840,3240.0,7080.0,4440.0
2023-09-24,14760,1560,light,2,56,30,510,3240.0,7080.0,4440.0
2023-09-24,14760,1560,wake,3,5,0,240,3240.0,7080.0,4440.0
2023-09-24,14760,1560,rem,3,9,0,1830,3240.0,7080.0,4440.0
2023-09-24,14760,1560,light,3,39,30,780,3240.0,7080.0,4440.0
2023-09-24,14760,1560,deep,3,52,30,330,3240.0,7080.0,4440.0
2023-09-24,14760,1560,light,3,58,0,1320,3240.0,7080.0,4440.0
2023-09-24,14760,1560,deep,4,20,0,270,3240.0,7080.0,4440.0
2023-09-24,14760,1560,light,4,24,30,600,3240.0,7080.0,4440.0
2023-09-24,14760,1560,rem,4,34,30,2160,3240.0,7080.0,4440.0
2023-09-24,14760,1560,light,5,10,30,1230,3240.0,7080.0,4440.0
2023-09-24,14760,1560,deep,5,31,0,1380,3240.0,7080.0,4440.0
2023-09-24,14760,1560,light,5,54,0,840,3240.0,7080.0,4440.0
2023-09-24,14760,1560,rem,6,8,0,660,3240.0,7080.0,4440.0
2023-09-24,14760,1560,wake,6,19,0,420,3240.0,7080.0,4440.0
2023-09-24,14760,1560,light,6,26,0,120,3240.0,7080.0,4440.0
2023-09-23,18300,3000,wake,1,23,0,30,3840.0,10800.0,3660.0
2023-09-23,18300,3000,light,1,23,30,1980,3840.0,10800.0,3660.0
2023-09-23,18300,3000,deep,1,56,30,1350,3840.0,10800.0,3660.0
2023-09-23,18300,3000,light,2,19,0,2580,3840.0,10800.0,3660.0
2023-09-23,18300,3000,rem,3,2,0,1290,3840.0,10800.0,3660.0
2023-09-23,18300,3000,light,3,23,30,1470,3840.0,10800.0,3660.0
2023-09-23,18300,3000,rem,3,48,0,1770,3840.0,10800.0,3660.0
2023-09-23,18300,3000,light,4,17,30,1890,3840.0,10800.0,3660.0
2023-09-23,18300,3000,deep,4,49,0,2550,3840.0,10800.0,3660.0
2023-09-23,18300,3000,light,5,31,30,360,3840.0,10800.0,3660.0
2023-09-23,18300,3000,rem,5,37,30,480,3840.0,10800.0,3660.0
2023-09-23,18300,3000,light,5,45,30,330,3840.0,10800.0,3660.0
2023-09-23,18300,3000,wake,5,51,0,960,3840.0,10800.0,3660.0
2023-09-23,18300,3000,light,6,7,0,3360,3840.0,10800.0,3660.0
2023-09-23,18300,3000,rem,7,3,0,390,3840.0,10800.0,3660.0
2023-09-23,18300,3000,wake,7,9,30,510,3840.0,10800.0,3660.0
2023-09-22,21360,3540,wake,22,53,30,270,4080.0,14700.0,2580.0
2023-09-22,21360,3540,light,22,58,0,1650,4080.0,14700.0,2580.0
2023-09-22,21360,3540,deep,23,25,30,270,4080.0,14700.0,2580.0
2023-09-22,21360,3540,light,23,30,0,1110,4080.0,14700.0,2580.0
2023-09-22,21360,3540,wake,23,48,30,390,4080.0,14700.0,2580.0
2023-09-22,21360,3540,light,23,55,0,1920,4080.0,14700.0,2580.0
2023-09-22,21360,3540,deep,0,27,0,300,4080.0,14700.0,2580.0
2023-09-22,21360,3540,light,0,32,0,900,4080.0,14700.0,2580.0
2023-09-22,21360,3540,wake,0,47,0,420,4080.0,14700.0,2580.0
2023-09-22,21360,3540,light,0,54,0,540,4080.0,14700.0,2580.0
2023-09-22,21360,3540,wake,1,3,0,300,4080.0,14700.0,2580.0
2023-09-22,21360,3540,light,1,8,0,360,4080.0,14700.0,2580.0
2023-09-22,21360,3540,rem,1,14,0,1530,4080.0,14700.0,2580.0
2023-09-22,21360,3540,light,1,39,30,1800,4080.0,14700.0,2580.0
2023-09-22,21360,3540,deep,2,9,30,990,4080.0,14700.0,2580.0
2023-09-22,21360,3540,light,2,26,0,480,4080.0,14700.0,2580.0
2023-09-22,21360,3540,deep,2,34,0,1260,4080.0,14700.0,2580.0
2023-09-22,21360,3540,light,2,55,0,660,4080.0,14700.0,2580.0
2023-09-22,21360,3540,rem,3,6,0,780,4080.0,14700.0,2580.0
2023-09-22,21360,3540,wake,3,19,0,360,4080.0,14700.0,2580.0
2023-09-22,21360,3540,light,3,25,0,1350,4080.0,14700.0,2580.0
2023-09-22,21360,3540,deep,3,47,30,840,4080.0,14700.0,2580.0
2023-09-22,21360,3540,light,4,1,30,540,4080.0,14700.0,2580.0
2023-09-22,21360,3540,deep,4,10,30,420,4080.0,14700.0,2580.0
2023-09-22,21360,3540,light,4,17,30,780,4080.0,14700.0,2580.0
2023-09-22,21360,3540,wake,4,30,30,240,4080.0,14700.0,2580.0
2023-09-22,21360,3540,light,4,34,30,210,4080.0,14700.0,2580.0
2023-09-22,21360,3540,rem,4,38,0,330,4080.0,14700.0,2580.0
2023-09-22,21360,3540,wake,4,43,30,240,4080.0,14700.0,2580.0
2023-09-22,21360,3540,light,4,47,30,3150,4080.0,14700.0,2580.0
2023-09-22,21360,3540,wake,5,40,0,510,4080.0,14700.0,2580.0
2023-09-21,17220,2520,wake,0,15,30,390,4380.0,8940.0,3900.0
2023-09-21,17220,2520,light,0,22,0,930,4380.0,8940.0,3900.0
2023-09-21,17220,2520,deep,0,37,30,360,4380.0,8940.0,3900.0
2023-09-21,17220,2520,light,0,43,30,1950,4380.0,8940.0,3900.0
2023-09-21,17220,2520,rem,1,16,0,330,4380.0,8940.0,3900.0
2023-09-21,17220,2520,light,1,21,30,240,4380.0,8940.0,3900.0
2023-09-21,17220,2520,deep,1,25,30,1290,4380.0,8940.0,3900.0
2023-09-21,17220,2520,rem,1,47,0,2520,4380.0,8940.0,3900.0
2023-09-21,17220,2520,light,2,29,0,2520,4380.0,8940.0,3900.0
2023-09-21,17220,2520,deep,3,11,0,2820,4380.0,8940.0,3900.0
2023-09-21,17220,2520,light,3,58,0,60,4380.0,8940.0,3900.0
2023-09-21,17220,2520,rem,3,59,0,1350,4380.0,8940.0,3900.0
2023-09-21,17220,2520,wake,4,21,30,1050,4380.0,8940.0,3900.0
2023-09-21,17220,2520,light,4,39,0,3960,4380.0,8940.0,3900.0
2023-09-20,18600,2700,wake,23,7,0,240,5940.0,10680.0,1980.0
2023-09-20,18600,2700,light,23,11,0,330,5940.0,10680.0,1980.0
2023-09-20,18600,2700,deep,23,16,30,2850,5940.0,10680.0,1980.0
2023-09-20,18600,2700,light,0,4,0,3510,5940.0,10680.0,1980.0
2023-09-20,18600,2700,deep,1,2,30,1620,5940.0,10680.0,1980.0
2023-09-20,18600,2700,light,1,29,30,420,5940.0,10680.0,1980.0
2023-09-20,18600,2700,rem,1,36,30,1620,5940.0,10680.0,1980.0
2023-09-20,18600,2700,light,2,3,30,2490,5940.0,10680.0,1980.0
2023-09-20,18600,2700,deep,2,45,0,1560,5940.0,10680.0,1980.0
2023-09-20,18600,2700,light,3,11,0,1290,5940.0,10680.0,1980.0
2023-09-20,18600,2700,wake,3,32,30,570,5940.0,10680.0,1980.0
2023-09-20,18600,2700,light,3,42,0,1020,5940.0,10680.0,1980.0
2023-09-20,18600,2700,wake,3,59,0,600,5940.0,10680.0,1980.0
2023-09-20,18600,2700,light,4,9,0,2730,5940.0,10680.0,1980.0
2023-09-20,18600,2700,rem,4,54,30,480,5940.0,10680.0,1980.0
2023-09-19,13800,2400,wake,0,42,0,420,2880.0,8700.0,2220.0
2023-09-19,13800,2400,light,0,49,0,3330,2880.0,8700.0,2220.0
2023-09-19,13800,2400,wake,1,44,30,270,2880.0,8700.0,2220.0
2023-09-19,13800,2400,light,1,49,0,210,2880.0,8700.0,2220.0
2023-09-19,13800,2400,rem,1,52,30,1230,2880.0,8700.0,2220.0
2023-09-19,13800,2400,light,2,13,0,360,2880.0,8700.0,2220.0
2023-09-19,13800,2400,deep,2,19,0,2880,2880.0,8700.0,2220.0
2023-09-19,13800,2400,light,3,7,0,720,2880.0,8700.0,2220.0
2023-09-19,13800,2400,rem,3,19,0,420,2880.0,8700.0,2220.0
2023-09-19,13800,2400,light,3,26,0,330,2880.0,8700.0,2220.0
2023-09-19,13800,2400,wake,3,31,30,390,2880.0,8700.0,2220.0
2023-09-19,13800,2400,light,3,38,0,3900,2880.0,8700.0,2220.0
2023-09-19,13800,2400,rem,4,43,0,750,2880.0,8700.0,2220.0
2023-09-19,13800,2400,light,4,55,30,180,2880.0,8700.0,2220.0
2023-09-19,13800,2400,wake,4,58,30,840,2880.0,8700.0,2220.0
2023-09-18,21120,2220,wake,23,59,0,30,5880.0,11400.0,3840.0
2023-09-18,21120,2220,light,23,59,30,2010,5880.0,11400.0,3840.0
2023-09-18,21120,2220,deep,0,33,0,990,5880.0,11400.0,3840.0
2023-09-18,21120,2220,rem,0,49,30,1290,5880.0,11400.0,3840.0
2023-09-18,21120,2220,light,1,11,0,600,5880.0,11400.0,3840.0
2023-09-18,21120,2220,deep,1,21,0,2730,5880.0,11400.0,3840.0
2023-09-18,21120,2220,light,2,6,30,600,5880.0,11400.0,3840.0
2023-09-18,21120,2220,rem,2,16,30,1020,5880.0,11400.0,3840.0
2023-09-18,21120,2220,light,2,33,30,3150,5880.0,11400.0,3840.0
2023-09-18,21120,2220,deep,3,26,0,360,5880.0,11400.0,3840.0
2023-09-18,21120,2220,light,3,32,0,330,5880.0,11400.0,3840.0
2023-09-18,21120,2220,deep,3,37,30,360,5880.0,11400.0,3840.0
2023-09-18,21120,2220,light,3,43,30,2250,5880.0,11400.0,3840.0
2023-09-18,21120,2220,deep,4,21,0,1110,5880.0,11400.0,3840.0
2023-09-18,21120,2220,light,4,39,30,690,5880.0,11400.0,3840.0
2023-09-18,21120,2220,deep,4,51,0,480,5880.0,11400.0,3840.0
2023-09-18,21120,2220,light,4,59,0,300,5880.0,11400.0,3840.0
2023-09-18,21120,2220,rem,5,4,0,1650,5880.0,11400.0,3840.0
2023-09-18,21120,2220,wake,5,31,30,570,5880.0,11400.0,3840.0
2023-09-18,21120,2220,light,5,41,0,180,5880.0,11400.0,3840.0
2023-09-18,21120,2220,wake,5,44,0,390,5880.0,11400.0,3840.0
2023-09-18,21120,2220,light,5,50,30,2250,5880.0,11400.0,3840.0
2023-09-17,16200,2040,wake,23,50,0,30,3780.0,8100.0,4320.0
2023-09-17,16200,2040,light,23,50,30,450,3780.0,8100.0,4320.0
2023-09-17,16200,2040,deep,23,58,0,1020,3780.0,8100.0,4320.0
2023-09-17,16200,2040,light,0,15,0,450,3780.0,8100.0,4320.0
2023-09-17,16200,2040,deep,0,22,30,270,3780.0,8100.0,4320.0
2023-09-17,16200,2040,light,0,27,0,690,3780.0,8100.0,4320.0
2023-09-17,16200,2040,deep,0,38,30,420,3780.0,8100.0,4320.0
2023-09-17,16200,2040,light,0,45,30,2640,3780.0,8100.0,4320.0
2023-09-17,16200,2040,deep,1,29,30,1770,3780.0,8100.0,4320.0
2023-09-17,16200,2040,light,1,59,0,990,3780.0,8100.0,4320.0
2023-09-17,16200,2040,rem,2,15,30,750,3780.0,8100.0,4320.0
2023-09-17,16200,2040,light,2,28,0,390,3780.0,8100.0,4320.0
2023-09-17,16200,2040,rem,2,34,30,1230,3780.0,8100.0,4320.0
2023-09-17,16200,2040,light,2,55,0,1620,3780.0,8100.0,4320.0
2023-09-17,16200,2040,deep,3,22,0,570,3780.0,8100.0,4320.0
2023-09-17,16200,2040,light,3,31,30,1290,3780.0,8100.0,4320.0
2023-09-17,16200,2040,rem,3,53,0,1320,3780.0,8100.0,4320.0
2023-09-17,16200,2040,light,4,15,0,420,3780.0,8100.0,4320.0
2023-09-17,16200,2040,rem,4,22,0,1380,3780.0,8100.0,4320.0
2023-09-17,16200,2040,wake,4,45,0,570,3780.0,8100.0,4320.0
2023-09-16,16380,3720,wake,1,48,0,30,4680.0,10440.0,1260.0
2023-09-16,16380,3720,deep,1,48,30,1920,4680.0,10440.0,1260.0
2023-09-16,16380,3720,light,2,20,30,1230,4680.0,10440.0,1260.0
2023-09-16,16380,3720,rem,2,41,0,330,4680.0,10440.0,1260.0
2023-09-16,16380,3720,light,2,46,30,2760,4680.0,10440.0,1260.0
2023-09-16,16380,3720,deep,3,32,30,1050,4680.0,10440.0,1260.0
2023-09-16,16380,3720,light,3,50,0,780,4680.0,10440.0,1260.0
2023-09-16,16380,3720,deep,4,3,0,450,4680.0,10440.0,1260.0
2023-09-16,16380,3720,light,4,10,30,1620,4680.0,10440.0,1260.0
2023-09-16,16380,3720,rem,4,37,30,480,4680.0,10440.0,1260.0
2023-09-16,16380,3720,light,4,45,30,1830,4680.0,10440.0,1260.0
2023-09-16,16380,3720,deep,5,16,0,1530,4680.0,10440.0,1260.0
2023-09-16,16380,3720,light,5,41,30,90,4680.0,10440.0,1260.0
2023-09-16,16380,3720,wake,5,43,0,420,4680.0,10440.0,1260.0
2023-09-16,16380,3720,light,5,50,0,300,4680.0,10440.0,1260.0
2023-09-16,16380,3720,rem,5,55,0,420,4680.0,10440.0,1260.0
2023-09-16,16380,3720,light,6,2,0,120,4680.0,10440.0,1260.0
2023-09-16,16380,3720,wake,6,4,0,390,4680.0,10440.0,1260.0
2023-09-16,16380,3720,light,6,10,30,2580,4680.0,10440.0,1260.0
2023-09-16,16380,3720,rem,6,53,30,300,4680.0,10440.0,1260.0
2023-09-16,16380,3720,wake,6,58,30,1500,4680.0,10440.0,1260.0
2023-09-15,22020,4800,wake,23,51,0,660,4380.0,13260.0,4380.0
2023-09-15,22020,4800,light,0,2,0,300,4380.0,13260.0,4380.0
2023-09-15,22020,4800,deep,0,7,0,1020,4380.0,13260.0,4380.0
2023-09-15,22020,4800,light,0,24,0,1320,4380.0,13260.0,4380.0
2023-09-15,22020,4800,deep,0,46,0,810,4380.0,13260.0,4380.0
2023-09-15,22020,4800,light,0,59,30,2100,4380.0,13260.0,4380.0
2023-09-15,22020,4800,wake,1,34,30,270,4380.0,13260.0,4380.0
2023-09-15,22020,4800,light,1,39,0,1170,4380.0,13260.0,4380.0
2023-09-15,22020,4800,rem,1,58,30,1170,4380.0,13260.0,4380.0
2023-09-15,22020,4800,light,2,18,0,2640,4380.0,13260.0,4380.0
2023-09-15,22020,4800,rem,3,2,0,960,4380.0,13260.0,4380.0
2023-09-15,22020,4800,light,3,18,0,2370,4380.0,13260.0,4380.0
2023-09-15,22020,4800,deep,3,57,30,2610,4380.0,13260.0,4380.0
2023-09-15,22020,4800,light,4,41,0,1110,4380.0,13260.0,4380.0
2023-09-15,22020,4800,rem,4,59,30,1230,4380.0,13260.0,4380.0
2023-09-15,22020,4800,wake,5,20,0,360,4380.0,13260.0,4380.0
2023-09-15,22020,4800,light,5,26,0,2220,4380.0,13260.0,4380.0
2023-09-15,22020,4800,rem,6,3,0,390,4380.0,13260.0,4380.0
2023-09-15,22020,4800,light,6,9,30,600,4380.0,13260.0,4380.0
2023-09-15,22020,4800,rem,6,19,30,750,4380.0,13260.0,4380.0
2023-09-15,22020,4800,wake,6,32,0,450,4380.0,13260.0,4380.0
2023-09-15,22020,4800,light,6,39,30,330,4380.0,13260.0,4380.0
2023-09-15,22020,4800,wake,6,45,0,2010,4380.0,13260.0,4380.0
